lsoa11,ahah,ahah_rnk,ahah_pct,h,gp,dent,phar,hosp
E01021382,15.32880077,10435,26,0.81921582,8.0472,8.15035,7.78155,4.8227
E01021383,22.65065332,26350,64,0.804250488,9.323036842,6.315673684,5.998,4.552052632
E01021384,19.48450692,20106,49,0.806405355,10.94628684,5.5585,5.5585,4.150447368
E01021385,12.90470552,5292,13,0.135728047,11.00553684,2.04325,2.04325,1.79225
E01021386,20.1425343,21497,52,0.946278545,12.72803684,6.65,6.65,5.0365
E01021387,16.82786931,13945,34,-1.383240584,1.229,1.2629,0.94845,0.9618
E01021388,14.07929146,7616,19,-0.973522889,1.3533,2.3018,1.613,1.1296
E01021389,12.99401702,5455,14,-0.144393949,2.765,3.44575,2.73575,2.3064
E01021390,12.09603196,3973,10,-0.144283322,2.8856,4.377,3.6882,1.76
E01021391,12.02182037,3866,10,0.082121742,3.47225,3.5155,3.24045,3.145
E01021392,12.22843968,4168,10,-0.665248131,2.03025,1.6299,1.8915,1.6299
E01021393,10.93894239,2469,6,-0.534496744,1.9275,2.245,1.9275,1.9275
E01021394,16.8420807,13982,34,0.556950191,13.88635,2.211,1.8888,14.1138
E01021395,15.11352983,9915,24,0.583910571,14.06465,2.2265,2.1075,13.73845
E01021396,18.94647189,18902,46,1.224421955,15.526,7.4035,6.4625,18.242
E01021397,15.04020979,9729,24,0.871832697,8.4626,15.8887,2.0323,13.4148
E01021398,22.2965771,25755,62,1.486525842,15.6699,19.7764,14.6043,18.9015
E01021399,15.92482919,11813,29,0.934921287,8.57735,17.2443,2.187,14.7704
E01021400,16.58991171,13365,33,1.088357951,2.2705,23.58625,8.2683,21.11235
E01021401,12.74907084,5022,13,0.359600496,2.8668,1.9464,2.2032,15.063
E01021402,12.39030042,4423,11,0.005926087,2.10455,1.0711,1.51175,13.67455
E01021403,16.95563206,14233,35,0.664969819,4.6092,2.4168,3.9456,11.6298
E01021404,21.50616434,24307,59,1.632384929,16.0151,22.7385,23.6403,19.8356
E01021405,23.86866149,28354,68,1.246052285,12.4952,14.6518,12.9048,11.82485
E01021406,23.18013564,27278,66,1.732007223,19.1771,28.6557,19.3932,19.1771
E01021407,22.25389085,25679,62,1.674599271,22.3678,15.434,22.2969,22.9749
E01021408,16.70665606,13647,33,0.974722041,5.4135,15.2364,4.0224,13.5956
E01021409,18.24113842,17323,42,1.199757836,10.9719,15.1254,9.8516,12.1746
E01021410,14.61817843,8733,21,0.603961517,2.5535,15.1512,2.3104,12.2004
E01021411,19.45362748,20050,49,1.532660195,7.96015,30.0503,29.3893,7.96015
E01021412,18.94231516,18890,46,1.441971008,5.4648,29.8562,29.8562,5.4648
E01021413,21.97610657,25151,61,1.778240073,17.2221,29.4153,28.0088,18.25035
E01021414,23.02870347,27036,65,1.791023358,23.4073,25.7606,21.8232,23.7233
E01021415,25.61814783,30818,74,-0.97786843,1.263,1.0315,1.47925,1.6894
E01021416,28.38976326,33710,81,-0.874880651,1.0358,1.262,1.55345,1.93155
E01021417,16.75853148,13770,33,0.086709521,2.5599,3.5895,3.3461,4.1431
E01021418,18.29822716,17443,42,0.599555596,5.0447,6.0743,4.2865,6.6279
E01021419,20.65151845,22612,55,0.429465869,4.49915,5.52875,2.9595,6.08235
E01021420,17.77901656,16270,39,0.110904925,3.3079,4.3375,1.9615,4.8911
E01021422,17.83120271,16391,40,-0.62748551,1.8177,2.5791,1.9017,1.6425
E01021423,22.27585165,25725,62,-0.276204877,2.315,3.7216,2.9992,1.9
E01021424,20.11903767,21449,52,0.085858899,3.4192,4.0031,3.4107,3.244
E01021425,19.15782759,19371,47,0.620415969,5.6985,5.1525,5.6135,5.6985
E01021426,18.29129506,17432,42,0.432561268,4.685,4.139,4.6,4.7895
E01021427,15.41842239,10654,26,-0.526783358,1.35875,3.665,1.655,1.35875
E01021428,20.49207825,22274,54,-0.470217964,1.825,1.13,2.5356,3.33625
E01021429,16.44609564,13053,32,-0.428266793,2.0425,2.387,2.105,1.9584
E01021430,27.58497654,32877,79,1.684604546,15.84865,28.91245,13.50375,26.43855
E01021431,22.84029348,26678,64,-0.192213206,2.5511,3.2695,1.7748,3.0709
E01021432,18.96742738,18952,46,-0.15786417,1.6075,3.7356,2.133,3.77985
E01021433,41.15206615,40058,96,-1.178946495,1.2755,0.9725,1.1928,1.2755
E01021434,28.34267442,33667,81,-0.168563761,3.281,2.57965,2.62455,2.14785
E01021435,15.66608228,11217,27,-0.206875278,3.0957,2.8077,2.475,1.7852
E01021436,44.85095486,40729,98,-1.125257272,1.5528,0.633,1.4891,1.5672
E01021437,16.23435477,12566,31,0.095631824,4.9032,4.6152,1.40675,3.5927
E01021438,25.52562192,30700,74,0.403013874,4.9032,3.7577,4.3416,5.1936
E01021439,45.14852732,40776,98,-0.33942164,2.7046,1.4616,2.5995,2.8752
E01021441,22.44031752,25986,63,0.737308417,5.12,19.1489,1.313,14.8295
E01021442,21.36012535,24035,58,1.179413431,9.359,18.04955,5.4965,12.78525
E01021443,21.93300075,25081,61,1.270921194,11.7239,15.3909,11.3719,13.0136
E01021444,21.15575418,23634,57,1.125551968,8.1752,14.5749,7.4625,11.3024
E01021445,19.15475545,19362,47,0.743379863,9.4252,2.8112,7.8532,8.1147
E01021446,30.1410859,35199,85,1.343523772,18.6006,13.7677,13.65851667,18.6006
E01021447,18.81171977,18596,45,0.41451839,4.7335,3.9738,2.8974,5.9184
E01021448,18.57806892,18067,44,0.332337172,4.9421,3.3813,2.3049,6.127
E01021449,18.83258208,18633,45,0.496410733,6.2371,3.99,2.6784,7.073
E01021450,17.01709735,14386,35,0.292313951,5.79615,3.0435,1.7319,6.98105
E01021451,14.19482847,7865,19,0.060163593,5.4158,1.70525,1.4124,6.6007
E01021452,18.54044071,18000,44,0.367665892,5.1824,2.7125,2.9833,6.3673
E01021453,17.44730187,15443,38,0.225668014,3.493,3.1505,2.9833,4.6779
E01021454,27.03104659,32336,78,0.957223652,9.9172,9.397,5.378,8.6067
E01021455,19.08679595,19218,47,0.417023894,4.3752,4.2453,3.86585,4.6301
E01021456,24.50276824,29261,71,1.017875101,10.2847,9.9967,6.433,9.2342
E01021457,16.34032948,12813,31,0.866517079,6.6676,5.59,5.59,5.9236
E01021458,14.04934485,7537,19,-0.443528505,2.2944,1.40275,1.40275,1.2144
E01021459,14.63276524,8767,22,0.03190345,3.1053,2.3589,2.3589,2.0253
E01021460,18.7609896,18480,45,0.968743835,8.3515,7.4366,6.8491,7.665
E01021461,17.5321982,15648,38,0.044244232,4.1243,5.7469,3.7723,0.865
E01021462,18.00609525,16806,41,0.394285501,5.2668,6.8894,4.9148,1.615
E01021463,18.17080439,17159,42,0.502098573,5.3717,6.9943,5.0197,2.405
E01021464,16.31823426,12770,31,-0.064267395,3.4718,5.0944,3.1198,0.96
E01021465,26.6491795,31979,77,-1.062278993,1.0125,1.1649,1.3049,1.1333
E01021466,16.05393951,12131,30,-0.797712351,1.655,1.655,2.7381,0.7856
E01021467,17.41670882,15374,37,-0.132358183,2.44785,2.32535,2.32785,3.2694
E01021468,22.4992996,26080,63,0.85744831,8.1012,8.5222,7.5396,7.4005
E01021469,24.67484139,29549,71,1.464352873,13.504,18.7675,15.896,19.1011
E01021470,25.75384154,30957,75,1.28668826,5.948,19.8974,9.0995,19.4503
E01021471,25.67407208,30869,74,1.222607317,5.4525,19.859,5.6945,19.532
E01021472,21.88776715,24994,60,-0.407083867,2.1619,4.6167,2.1619,1.5625
E01021473,19.88665041,20972,51,0.56860417,6.4535,7.9236,5.1828,3.876
E01021474,22.91519071,26826,65,0.449822282,5.1766,4.4722,5.1766,4.4801
E01021475,28.02510472,33340,80,-0.155241396,3.2612,2.5873,3.2612,2.4062
E01021476,27.38492228,32679,79,-0.300143925,4.3786,1.639,1.8221,1.9531
E01021477,22.27462139,25723,62,-0.677681599,3.46935,1.3221,2.0759,0.86585
E01021478,24.06726677,28627,69,-0.134688353,3.8025,3,2.1351,2.5175
E01021479,18.02361399,16842,41,-0.479283476,2.12875,2.0492,2.3229,2.2025
E01021480,14.65007413,8811,22,-0.658057703,0.97455,1.6805,1.638,4.0204
E01021481,15.93767137,11844,29,0.211626694,4.4545,4.0661,3.7204,2.8464
E01021482,14.28421177,8045,20,-0.234903679,5.669863158,2.4191,1.3323,2.502005263
E01021483,13.00108215,5470,14,-0.008782296,3.6534,3.198,2.22885,3.7237
E01021484,19.69818446,20556,50,-1.050377378,1.5762,1.61625,1.0776,1.054
E01021485,13.43291623,6239,15,-0.547102437,1.61445,4.0507,1.3715,1.31
E01021486,13.55219119,6485,16,-0.399924073,1.2182,5.0246,1.915,1.8938
E01021487,16.65077643,13505,33,-0.514325807,2.7841,2.1824,1.8352,1.6575
E01021488,17.22618887,14911,36,-0.447631104,2.8287,2.8824,1.7232,1.4225
E01021489,16.81646436,13914,34,-0.042436869,5.0212,3.1452,1.8708,3.7072
E01021490,17.1398868,14695,36,-0.140299849,4.7573,2.8813,1.67325,3.4433
E01021491,13.22663265,5864,15,0.054968745,6.4648,4.5888,3.3144,5.1508
E01021492,15.90806485,11776,29,-0.06662682,5.3618,3.4858,2.3339,4.0478
E01021493,17.26276504,14999,36,-0.345118615,3.4969,1.9143,2.2957,1.9592
E01021494,15.8238196,11589,28,-0.499553978,3.2164,1.4614,2.1784,1.7926
E01021495,15.19226268,10089,25,0.305565166,5.3184,3.4424,3.9652,3.9107
E01021496,21.7971769,24842,60,-0.717572759,3.0544,1.42205,1.266,1.5127
E01021497,17.9325332,16626,40,-0.565451185,3.551,1.40875,1.2156,2.237
E01021498,21.70278077,24678,60,-1.137017059,2.1229,0.92845,0.7171,1.6104
E01021499,17.0325594,14434,35,-0.295152432,3.1404,2.5366,1.5538,3.1404
E01021500,18.39712888,17675,43,0.341305423,4.873,4.8385,2.8899,4.6583
E01021501,16.33289106,12800,31,-0.252946393,1.1575,5.4927,2.4808,3.1481
E01021502,20.08476409,21366,52,-0.488731576,2.08685,3.2416,1.2303,1.8337
E01021503,17.04716016,14471,35,0.267643968,2.9188,7.0955,4.4285,5.0958
E01021504,16.71341816,13666,33,0.297659725,4.77135,3.5014,4.2247,4.0364
E01021505,14.95716676,9515,23,0.301436709,3.5625,5.3661,3.5625,3.5625
E01021506,16.62822589,13454,33,0.571448077,5.295,5.2411,5.295,5.295
E01021507,13.90638468,7217,18,-0.065657168,2.205,5.9261,2.205,2.205
E01021508,14.06110483,7573,19,0.132162801,2.805,5.65785,2.805,2.805
E01021509,21.27239237,23860,58,0.049277333,4.1485,3.7137,3.2635,2.4957
E01021510,24.34537515,29020,70,0.02129482,2.737,5.43305,2.06475,3.73745
E01021511,17.34118921,15175,37,0.255017661,6.153063158,4.31105,2.8027,3.6111
E01021512,24.15440737,28768,69,0.217477124,4.218,7.3717,4.44165,1.075
E01021513,33.74138694,37417,90,-0.419610364,3.0855,4.1847,1.5275,0.6725
E01021514,34.63718693,37852,91,0.160445872,4.5005,5.3422,2.11275,2.11875
E01021515,38.0549799,39201,94,0.350561792,4.88625,5.72795,3.2665,2.5995
E01021516,29.78712068,34925,84,-0.340752883,3.433,3.5134,1.32605,1.088
E01021517,18.20025824,17228,42,-0.132905393,2.36695,2.922,2.922,3.08385
E01021518,24.08441702,28657,69,-0.958302428,0.9676,1.231,1.047181579,1.85035
E01021519,17.09303978,14583,35,-0.401026187,1.619,2.103,2.27843421,2.4195
E01021520,14.13320354,7714,19,-0.477698116,3.190763158,1.5525,1.532581579,1.89
E01021521,17.50410822,15591,38,-0.015378679,3.8828,3.4702,3.2409,2.3926
E01021522,18.71262714,18374,45,-1.217059273,1.00285,1.24235,0.6918,2.4689
E01021523,16.39354217,12934,31,-0.59344099,3.4562,1.611,2.8804,0.7488
E01021524,21.09014568,23511,57,-1.218260521,1.5995,1.4475,1.0128,1.14
E01021525,35.92574262,38424,93,-0.257903942,3.1705,3.53965,1.53085,1.5605
E01021526,23.15694183,27237,66,0.255266316,4.1845,5.7722,3.5232,2.1485
E01021527,31.04519161,35836,86,0.224214842,4.442,5.1413,3.03,2.6425
E01021528,23.84968113,28316,68,0.481472802,4.1155,7.9487,3.271,4.6775
E01021529,11.49136842,3107,8,-0.608922036,4.837463158,2.1125,0.832805263,1.669605263
E01021530,14.63952655,8784,22,-0.1468806,4.100763158,3.34,2.5715,1.57
E01021531,22.11513565,25423,61,0.177491293,4.94565,4.02335,3.7944,2.79455
E01021532,21.03839484,23401,57,0.741339177,6.36395,7.1332,6.8793,5.69
E01021533,18.45829125,17811,43,0.72635134,2.2885,11.6136,10.5684,6.9445
E01021535,21.95548107,25114,61,1.309196389,13.662,21.3291,6.079,12.9555
E01021536,22.14286068,25465,62,0.717587649,2.7145,11.19332632,2.7145,15.72385965
E01021537,25.00033689,30032,72,1.064174257,5.1543,11.9641,5.1543,17.10865965
E01021538,19.72773201,20620,50,1.318499831,16.2653,12.767,12.636,9.089631579
E01021539,19.83526896,20865,50,1.459003321,15.04965,21.1705,14.6797,14.2703
E01021540,20.17096172,21553,52,1.357172562,12.59025,18.63435,12.59025,12.56547369
E01021541,17.47719921,15524,38,0.672140938,3.6842,10.4213,6.76075,3.197
E01021542,17.73050672,16130,39,0.48780941,3.47625,8.4796,4.63955,3.0005
E01021543,23.65927852,28023,68,0.403844563,5.7559,6.668468421,2.3354,4.22395
E01021544,24.7585645,29674,72,0.589312153,5.1754,4.213,5.231,6.802066667
E01021545,17.16988891,14775,36,0.123103997,2.1845,2.4245,2.4245,7.703316667
E01021546,19.66238625,20474,50,0.411160297,3.37,3.61,3.29,9.0158
E01021547,18.71522132,18378,45,0.358639301,4.411,4.651,2.359,6.8933
E01021548,17.06029633,14501,35,-0.115361271,1.5725,1.8125,1.8125,9.162316667
E01021550,23.2770044,27456,66,1.716800877,22.289,24.1631,21.2315,18.0315
E01021551,22.17115346,25505,62,1.543860785,17.457,17.1425,16.94775,19.84435
E01021552,25.27738753,30387,73,0.776248324,7.7756,9.0422,2.592,10.6728
E01021553,29.23698242,34481,83,0.949106144,9.6347,9.295,4.7745,7.3555
E01021554,28.01489632,33326,80,0.908695041,8.64625,9.9865,3.6125,10.6815
E01021555,24.44902278,29194,70,0.941970018,9.1992,8.7131,5.202,6.988
E01021556,14.69875098,8934,22,-0.059921682,4.3873,2.75655,1.4675,3.6372
E01021557,25.80831973,31028,75,0.366238038,2.575,5.5433,2.575,8.310194737
E01021558,24.9606387,29978,72,0.276259935,2.625,5.5368,2.1238,7.1832
E01021559,18.12041665,17045,41,0.405487567,3.685,5.5168,2.4988,7.1632
E01021560,19.78855453,20754,50,-0.112392046,2.0225,1.5925,2.0225,5.82125
E01021561,19.06591634,19178,46,0.539017734,3.7526,4.00435,4.1048,7.1605
E01021562,19.39703813,19915,48,0.085519942,4.2575,2.665,2.235,2.2955
E01021563,20.40368091,22079,53,-0.116716632,2.2955,2.3875,2.12945,4.340794737
E01021564,19.03898763,19113,46,-0.034540494,2.1675,3.0821,1.593,6.048294737
E01021565,20.98100478,23277,56,0.350362208,4.382,2.9741,3.1695,6.278494737
E01021566,21.65400291,24599,59,0.564559,5.6569,4.13525,3.70525,6.1195
E01021568,19.27633223,19633,48,1.192511512,13.4566,11.4666,12.2526,12.2936
E01021569,14.93900608,9471,23,0.462475236,5.788,4.8545,4.584,4.613
E01021570,9.368251021,1118,3,-0.260290673,1.8256,3.4801,2.3136,2.6511
E01021571,21.50177413,24297,59,1.204519254,13.1639,11.6289,11.6984,11.7274
E01021572,9.333883733,1103,3,-0.853310095,0.865,2.66025,1.48,1.53625
E01021573,17.39603711,15319,37,-0.157613104,3.1897,2.221,3.632592106,2.2953
E01021574,33.78646352,37447,90,-1.2318976,1.3094,0.76,2.259084211,0.8575
E01021575,18.77380646,18520,45,-0.431970194,2.9429,1.3285,4.164634211,1.8771
E01021576,20.0543963,21303,52,-1.05609344,1.0335,1.671,1.481,0.6175
E01021577,23.39482856,27631,67,-0.533471613,1.1678,2.0985,2.0985,2.594
E01021578,18.1652873,17148,42,-0.656738309,2.79215,0.9648,2.43025,1.5771
E01021579,28.86990357,34143,82,-0.975400781,1.7494,1.1485,1.4425,1.1775
E01021580,21.19997403,23721,57,-0.336231301,2.803618421,2.0665,2.64325,1.988
E01021582,31.19019673,35934,87,-1.176910694,2.56515,1.4931,1.97375,0.415
E01021583,23.46692966,27734,67,-0.064182233,1.5175,3.4729,2.96415,4.1189
E01021584,25.15844007,30244,73,-0.201704247,1.275,4.84515,0.9625,6.5144
E01021585,28.83553151,34109,82,-0.063218074,1.40125,3.99855,1.40125,7.650497369
E01021586,33.65974203,37377,90,-0.48048475,0.625,5.043,0.625,7.519194737
E01021587,29.0129076,34283,83,-0.047739078,4.4804,5.187968421,1.0998,2.8624
E01021588,22.54746284,26170,63,0.281648066,4.8355,5.189,2.36,3.79215
E01021589,20.52639372,22346,54,-0.453409674,2.38875,2.2545,1.422,1.65875
E01021590,19.44542175,20027,48,-0.209273398,2.0675,2.7525,1.9275,2.4575
E01021591,25.67781292,30875,74,-0.368123432,2.7725,3.854,1.1329,1.8759
E01021592,21.10544984,23541,57,-0.484745894,2.4045,2.7335,2.099868421,1.2595
E01021593,18.03840586,16872,41,0.109974494,4.3525,1.79,4.7,3.964205263
E01021594,24.54531688,29330,71,1.328095411,15.0229,14.932,14.6443,12.7481
E01021595,19.76525347,20709,50,0.699135026,7.14,4.624,7.4875,6.170102631
E01021596,22.51162748,26111,63,-1.04974523,1.891,0.8875,0.825,0.92
E01021597,15.30434116,10363,25,0.190167308,4.368,2.5095,3.3145,3.397
E01021598,15.24458915,10221,25,0.326124893,5.0465,3.188,3.993,4.0755
E01021599,14.87951502,9330,23,0.252908659,4.6945,3.0801,4.6956,3.8001
E01021600,18.49223324,17890,43,0.040122358,2.4,3.29375,2.23925,3.811
E01021601,16.99124161,14330,35,0.131894993,3.336,2.67,3.06975,3.5575
E01021602,18.38440724,17644,43,1.10993427,7.4305,9.935,10.2656,10.31435
E01021604,23.85753924,28338,68,1.517167654,16.7835,18.6336,18.6336,18.6336
E01021605,15.25094014,10237,25,0.285779943,8.61275,3.5945,3.5945,3.2275
E01021606,17.72473438,16114,39,0.700288954,8.76,4.5425,7.2465,6.4885
E01021607,19.22851802,19520,47,0.669017855,8.6325,4.415,6.892,6.134
E01021608,14.83389759,9215,23,-0.006505161,7.012,3.137,3.137,2.379
E01021609,16.69530997,13618,33,0.468773173,8.6655,4.791,4.791,4.033
E01021610,16.68186861,13596,33,0.103579899,9.86975,2.363,2.363,2.58075
E01021611,17.09971571,14604,35,0.302892317,3.606,5.499,3.4335,3.606
E01021612,18.4140967,17718,43,0.010075295,4.1195,3.8165,3.877,3.523
E01021613,22.5345886,26144,63,-0.138338528,5.767,3.0335,3.4385,2.6805
E01021614,16.08342237,12208,30,-0.007556849,2.677,4.475,2.5045,2.677
E01021615,16.62199816,13440,33,0.354245987,6.763,2.5455,5.281,4.869
E01021616,25.53516928,30711,74,0.767361859,5.7433,5.8498,5.8498,5.7156
E01021617,19.06448809,19172,46,-0.178583163,4.1075,1.5905,1.5905,2.371
E01021618,21.20024199,23722,57,0.134467224,1.7347,3.2135,3.349,5.1645
E01021619,21.34590696,24016,58,0.099768408,2.8772,2.591,2.591,4.254
E01021620,20.30149593,21835,53,-0.334249565,3.1745,1.495,1.495,2.0705
E01021621,23.61853116,27961,68,0.123398047,3.1222,2.7705,2.8075,3.889
E01021622,19.43357257,19998,48,0.046330821,4.015,3.5148,2.282,2.742
E01021623,21.35024431,24021,58,0.382855302,3.7105,4.8765,3.6145,3.7105
E01021624,23.55669918,27879,67,-0.183280613,4.2107,2.77,1.17,2.4625
E01021625,23.37941009,27611,67,-0.292082973,3.8858,2.909,1.4225,1.5575
E01021626,21.39232458,24097,58,-0.249956424,2.6573,2.6573,2.7388,1.778
E01021627,20.12246134,21460,52,-0.179688097,2.322,2.322,3.9179,2.322
E01021628,18.68426524,18296,44,-0.176541173,2.5477,2.5477,3.3714,2.5477
E01021629,19.52298902,20195,49,-0.338831044,2.717,2.717,2.5204,1.7735
E01021631,17.9942187,16773,41,0.256617851,4.20605,4.86075,4.20605,2.89585
E01021632,16.25161771,12598,31,0.236120778,4.4723,4.25425,4.4723,3.1221
E01021633,8.614802428,737,2,-0.144437547,1.774,1.2725,1.439,11.4245
E01021634,17.03526275,14442,35,0.940240802,6.6055,5.93215,6.628,12.0779
E01021635,16.10139847,12250,30,0.830177136,4.99575,5.5395,4.688,13.32695
E01021636,14.11663538,7687,19,0.477682171,3.615,3.6145,2.6635,11.1754
E01021637,15.92424211,11812,29,0.368529671,5.1571,4.0281,3.172,5.1571
E01021638,15.01133251,9645,24,0.382175207,6.7706,3.5453,2.0536,7.2746
E01021639,18.76429002,18495,45,0.675194773,4.115,5.8849,4.0716,10.1365
E01021640,15.06603955,9792,24,0.001234416,7.1397,1.7677,0.9836,7.1397
E01021641,13.58186965,6542,16,0.218753965,7.0423,2.9228,1.28525,7.5229
E01021642,13.60921595,6601,16,-0.054235934,2.4075,3.7828,2.4075,2.4075
E01021643,17.39203484,15315,37,1.058445767,6.47885,8.0848,7.8947,7.94025
E01021644,18.65180963,18238,44,1.407041232,15.9849,16.1365,15.3058,17.2592
E01021645,16.09983112,12248,30,1.039682516,14.0423,9.024,10.2708,10.6158
E01021646,25.78729673,30999,75,-0.594706799,2.514447368,1.3597,1.20355,1.5334
E01021647,18.18196874,17183,42,0.047091945,4.9715,3.8199,4.3106,3.1776
E01021648,21.81068418,24867,60,-0.335753328,2.5885,2.267,2.1595,2.262
E01021649,43.55720132,40509,98,-1.017448089,1.16075,0.96,1.3935,1.47
E01021650,25.57911407,30774,74,-0.324179014,3.6665,1.8875,4.3106,1.178
E01021651,26.82481505,32147,78,-0.719779276,1.814,1.4179,1.536,1.086
E01021652,16.25907953,12611,31,-0.698441429,3.068,0.615,1.8478,1.1395
E01021653,16.98198129,14300,35,0.04294604,4.0639,2.54215,2.6532,2.54215
E01021654,19.21592068,19500,47,0.61615831,5.8356,4.648644737,3.6168,7.556189474
E01021655,21.7022521,24675,60,1.262493325,12.44501316,11.86265,14.00131316,13.82875
E01021656,17.46698993,15498,38,1.075610988,10.8768,5.0712,4.7035,18.5404
E01021657,17.88010314,16505,40,1.007516344,2.969,14.3141,12.5008,16.0055
E01021658,14.23467735,7949,20,0.619032221,8.68,4.4434,2.6301,9.2056
E01021659,20.09175968,21385,52,1.277689758,13.4076,10.60075,15.65325,13.5415
E01021660,21.53386424,24383,59,1.559431633,20.41010526,15.4042,14.6451,22.58684211
E01021661,15.0905128,9851,24,0.509249052,6.4539,1.5836,7.4355,7.3499
E01021662,21.29685588,23914,58,1.554474635,15.496,18.0426,14.3867,23.9244
E01021663,25.48638262,30658,74,1.452939425,14.81255526,13.27735,13.7311,20.47485
E01021664,13.30432453,6004,15,0.176456635,7.68085,5.1023,4.3157,2.233
E01021665,14.7097472,8959,22,0.277141333,4.6071,4.322,3.8711,3.7415
E01021666,12.79427468,5101,13,0.174493953,6.97815,6.21625,5.06235,1.87975
E01021667,13.81467149,7035,17,0.725290339,9.2179,9.1858,8.1971,4.476
E01021668,20.11558843,21441,52,-0.323754091,1.5575,2.58975,2.517,3.9575
E01021669,19.34291337,19788,48,-1.024100326,0.7725,1.535,2.068,2.68625
E01021670,18.89871808,18797,46,-0.420336772,1.9545,1.94,2.1905,3.48
E01021671,18.52616278,17961,44,-0.217063383,1.6725,2.382,2.744,4.4525
E01021673,13.28989458,5977,15,0.16625519,3.9575,2.7891,3.737,3.2284
E01021674,17.00278151,14354,35,0.214703148,4.2956,4.280336842,4.8185,1.8959
E01021675,16.24714826,12590,31,0.24349019,4.9016,4.769936842,5.210589474,1.359
E01021676,14.14012688,7724,19,0.138752271,5.077247368,1.8492,3.3178,3.0007
E01021677,27.89480783,33194,80,1.279596129,15.51080526,12.99160526,5.349,17.84609474
E01021678,27.41553351,32710,79,1.202111605,14.75650526,12.12730526,4.466905263,16.58629474
E01021679,17.46490825,15490,38,-0.489329995,1.6925,2.3025,1.8585,1.6925
E01021680,23.80512566,28233,68,0.112695399,2.9028,2.8188,3.92725,3.05615
E01021681,16.82658871,13940,34,0.224338807,5.5771,1.5808,4.4346,5.5771
E01021682,22.3524758,25831,62,-0.282229506,1.9005,1.9005,4.7127,1.467
E01021683,25.05047697,30099,73,-0.59607813,2.4547,1.045494737,2.089494737,1.596847368
E01021684,18.77383584,18521,45,-0.175537097,2.9353,2.0185,2.0565,2.9153
E01021685,17.27856528,15035,37,-0.323440982,5.4929,2.0541,1.9841,1.3875
E01021686,27.16039168,32455,78,-0.535697969,3.914647368,1.271647368,1.39,1.613394737
E01021687,24.4789129,29223,71,-0.85803398,4.61075,0.79,0.5505,1.574397368
E01021688,26.29777445,31583,76,-0.507454453,3.538,1.04375,1.06925,2.6525
E01021689,14.82120435,9198,23,-0.534646655,2.345,1.185,1.3548,2.9133
E01021690,19.95587103,21104,51,0.445319113,5.4625,5.0025,4.927,4.756
E01021691,13.69949516,6786,17,-0.186021258,3.115,2.59,2.471,3.444
E01021692,14.53165949,8539,21,-0.512163032,1.765,1.71375,1.3825,3.2915
E01021693,15.12824851,9949,24,-0.503994567,2.0025,0.9275,1.9575,3.6713
E01021694,20.05575265,21307,52,1.659793939,18.93,19.7611,18.6821,23.4418
E01021695,18.14179656,17090,41,1.296100614,15.7354,11.4088,9.5955,16.171
E01021696,15.07171276,9803,24,-0.078222459,9.98915,9.187,0.915,0.915
E01021697,20.7277252,22762,55,0.249738836,9.1304,9.1304,1.4625,1.76
E01021698,18.76669359,18501,45,0.474115391,10.8904,9.0295,2.5275,2.5275
E01021699,18.28061443,17405,42,0.260961328,9.8729,9.627,1.6275,1.6275
E01021700,17.66140737,15968,39,0.269523937,10.7024,7.6995,1.9525,1.9525
E01021702,21.15635159,23638,57,0.402860739,6.4483,6.4483,4.0269,3.08945
E01021703,19.9816386,21162,51,0.296196184,6.93725,6.822,2.3806,2.4481
E01021704,19.45853395,20058,49,0.140165347,7.4251,7.37895,2.3461,1.2
E01021705,20.54805566,22379,54,0.710147253,11.3904,10.3145,3.5575,3.60375
E01021706,21.7386223,24741,60,0.470019182,7.2648,6.6715,4.9297,2.196
E01021707,23.06443293,27086,65,0.039290817,7.0507,7.0507,0.6425,3.168
E01021708,20.88303661,23071,56,0.431314993,6.6367,6.6367,2.2404,4.2772
E01021709,25.44325667,30605,74,0.132852574,5.0957,5.0957,1.48,3.8125
E01021710,20.60468972,22497,54,-0.017607564,3.4865,3.8365,2.844,2.335
E01021711,12.19278761,4117,10,-0.726345914,4.104,2.4313,0.6575,0.9425
E01021713,13.4377914,6250,15,-0.250073459,3.642,3.2645,1.3888,1.6315
E01021714,12.83859424,5180,13,0.149866323,6.5543,2.706,3.0798,3.6257
E01021715,14.77142709,9092,22,0.08736663,5.057,3.9466,2.336,2.2135
E01021717,16.3987696,12949,32,0.05979882,3.7759,3.3955,2.4907,2.373
E01021718,24.69788568,29588,71,0.637485982,5.657105263,3.354144737,7.871397369,6.2024
E01021719,20.84848271,23010,56,0.121888589,3.220968421,3.690686842,3.975339474,2.5352
E01021720,17.73209461,16134,39,-0.15387007,2.0225,4.358736842,4.050189474,1.43625
E01021721,18.73428738,18431,45,-0.41129513,2.99,4.57425,2.35875,1.2925
E01021722,19.09636582,19245,47,0.163791146,4.2835,5.3465,3.2015,2.863
E01021723,12.0264793,3873,10,-0.077528174,1.97715,2.1505,1.525,2.71425
E01021724,12.0971824,3977,10,0.039999133,1.9554,2.82505,2.19955,2.04355
E01021725,13.77281146,6947,17,0.615961571,3.9068,4.3178,3.7481,4.0886
E01021726,12.01776532,3859,10,0.168745423,1.3646,3.9291,3.3036,2.456
E01021727,10.98654924,2518,7,-0.147654172,1.321,2.6631,2.0376,1.73
