lsoa11,ahah,ahah_rnk,ahah_pct,h,gp,dent,phar,hosp
E01000001,64.76672219,41700,100,-2.094345474,2.106,0.4,0.5616,0.492
E01000002,65.80175581,41703,100,-1.192991479,3.146894737,0.8875,0.879178947,1.448894737
E01000003,64.26735954,41695,100,-2.590538762,1.151,0,0.3475,0.6495
E01000005,67.73921558,41710,100,-1.632323243,1.4628,0.565,0.9426,1.22405
E01000006,42.07204562,40256,97,-0.739517568,1.585,2.15,1.8675,1.585
E01000007,42.41397662,40320,97,-2.031865676,0.1775,0.6475,1.0775,0.5175
E01000008,31.54223871,36169,87,-0.071972415,2.641,3.111,3.2585,2.861
E01000009,54.35274042,41556,100,-1.345510718,0.805,1.37,1.8675,0.805
E01000010,54.3917794,41558,100,-2.435707755,1.17,0.275,0.275,0.2204
E01000011,40.0488154,39798,96,-0.92538838,1.0639,1.9607,1.9607,1.0639
E01000012,39.75038764,39720,96,-1.604229956,0.275,1.7068,1.7068,0.275
E01000013,39.72754321,39713,96,-0.892868605,0.9475,1.761,1.2136,1.3585
E01000014,32.45936461,36704,88,-0.603043651,1.2825,3.0791,2.1185,1.03855
E01000015,34.63504523,37851,91,-0.379348562,1.8945,2.5967,1.6361,2.5025
E01000016,34.25932586,37685,91,-0.856738298,1.0768,2.3082,1.6635,0.9975
E01000017,33.9501915,37536,90,-0.882669028,1.0518,2.4626,1.661,0.8825
E01000018,34.436427,37757,91,-0.898066666,0.9724,2.243,1.15975,1.2325
E01000019,26.23945498,31538,76,-0.917776507,2.2787,1.3091,1.26,1.9477
E01000020,28.50593449,33834,82,-0.982792744,2.4025,1.6477,1.1075,1.0733
E01000021,30.45828085,35411,85,-0.968826107,1.6401,1.4421,1.324,1.8235
E01000022,29.37230601,34607,83,-1.265475977,1.7065,1.5085,1.13155,0.9383
E01000023,31.17330729,35922,87,-0.342917672,2.154,2.352,2.154,2.82455
E01000024,32.25683283,36598,88,-1.168988923,1.6332,1.4352,1.1075,1.2258
E01000025,33.68321194,37388,90,-0.856985011,1.5519,1.3539,1.5519,2.2195
E01000027,22.19610967,25545,62,-0.716266766,1.5425,1.265,1.265,1.225
E01000028,23.88854516,28384,69,-0.491002285,1.92,1.5575,1.5575,1.5575
E01000029,36.43948275,38612,93,-0.48730638,1.535,1.6575,2.3955,1.535
E01000030,25.06812959,30126,73,-0.507962679,1.4909,1.762,1.762,1.4567
E01000031,35.71361467,38344,92,-1.30034147,0.8872,0.66,1.5895,0.527
E01000032,44.49510409,40661,98,-1.275477395,1.355,0.515,0.7095,1.3255
E01000033,29.09043715,34350,83,-0.236930108,1.12385,3.9429,3.3933,2.7438
E01000034,26.34684853,31642,76,0.12155998,1.6,5.0893,4.4927,3.7813
E01000035,42.39205546,40314,97,-0.505403206,1.6005,2.9985,3.1331,1.1448
E01000036,45.92045641,40897,99,-0.627174293,1.713,2.093,2.6825,0.9675
E01000037,24.55348295,29345,71,-0.022007814,2.4625,3.3406,3.6272,2.4625
E01000038,25.34185579,30481,74,-0.473355685,1.8331,1.86575,1.8617,2.89015
E01000039,26.13969952,31435,76,0.420653639,2.9545,6.4076,6.4122,2.9545
E01000040,36.78815621,38736,93,-0.429164028,2.447,3.8234,0.7916,2.7308
E01000041,32.91338091,36951,89,-0.480997239,2.3254,3.9115,1.0322,2.365
E01000042,27.92677686,33226,80,-0.380418337,1.9575,5.0285,1.7235,1.065
E01000043,31.87488927,36371,88,-0.23903797,2.397,4.0286,1.3866,2.8625
E01000044,39.47892255,39631,95,-0.239334908,2.8186,3.4519,1.374,3.25645
E01000045,34.49293019,37788,91,-0.422133959,3.2075,4.264,0.5975,3.16
E01000046,28.97911793,34244,83,-0.469617,2.2255,3.0745,1.6975,1.9705
E01000048,33.04147855,37035,89,-0.863580209,1.11125,1.2075,2.600063158,1.2075
E01000049,39.40647503,39610,95,-0.887090732,1.26625,2.081,0.9325,2.081
E01000050,45.78751337,40877,98,-1.314996048,0.9245,1.57955,0.54,1.57955
E01000051,50.06661627,41315,100,-1.100366122,1.2802,1.3513,1.031,1.3513
E01000052,39.34973117,39596,95,-0.460549697,1.5735,2.7308,1.77675,2.7308
E01000053,36.99764038,38811,94,-0.961932609,2.9654,1.5915,0.585,1.0175
E01000054,26.55450333,31891,77,-1.159346349,0.6775,1.9055,1.3235,1.693
E01000055,27.9661135,33271,80,-0.66080736,1.4775,2.6015,2.0195,1.61375
E01000056,30.94366666,35783,86,-0.298249897,1.675,3.0499,2.62,3.075
E01000057,27.16402764,32459,78,-1.846721091,1.028,0.951,0.552,0.816
E01000058,30.22017847,35241,85,-0.799721577,1.23,1.8475,1.7585,2.128
E01000059,32.4657627,36711,88,-0.505024311,1.36,2.125,2.2746,2.8279
E01000060,28.60832941,33937,82,-0.70332607,1.94865,1.295,2.19355,2.07415
E01000061,29.3548418,34588,83,-1.022090705,1.08315,2.2445,1.11125,1.31
E01000062,33.39030273,37216,90,-0.808507716,1.3025,1.3175,2.6155,1.3025
E01000063,33.97357638,37546,90,-1.556548996,0.94,0.77,0.8809,0.85
E01000064,34.15507499,37638,91,-0.626112493,1.2226,1.87475,2.2913,1.76475
E01000065,34.27820028,37695,91,-1.192690335,1.2345,1.277,1.3866,0.63455
E01000066,29.49178705,34701,84,-0.217412206,2.642,2.6673,1.8825,2.388
E01000067,30.70017344,35595,86,-0.408349149,2.5245,2.0698,1.285,2.5755
E01000068,40.62387506,39943,96,-0.619856923,1.8,1.633,2.41315,1.80375
E01000069,31.7226857,36274,87,-0.736125124,1.072,2.38265,2.026,0.984
E01000070,40.23270109,39851,96,-0.986886204,2.1305,0.6016,0.9952,2.1852
E01000071,32.30548256,36626,88,-0.394279482,1.614,3.44725,2.419,1.2105
E01000072,33.78711924,37449,90,-0.799979113,1.2675,4.3465,0.9918,1.7928
E01000073,32.63660851,36807,89,-0.998166305,0.80415,3.89665,1.56475,1.3784
E01000074,29.07703935,34337,83,-1.236614426,0.2875,4.0842,1.8601,0.7979
E01000075,25.2719753,30381,73,-0.764160765,1.215,2.9255,2.01125,1.215
E01000076,32.34427561,36640,88,-0.893437526,0.9618,3.85175,1.29,1.3432
E01000077,31.81892643,36330,88,-0.78081915,2.0364,2.3987,1.1525,1.2994
E01000078,36.70647072,38702,93,-0.747023086,1.1585,1.9255,1.5799,1.764
E01000079,33.06113649,37058,89,-0.740938966,1.315,2.7266,2.1335,0.6525
E01000080,33.35268533,37197,90,-0.469998764,2.2391,2.7218,1.79025,1.75775
E01000081,35.93234408,38427,93,-0.494395676,1.92445,2.02865,2.13865,1.5482
E01000082,36.71326955,38706,93,-1.170414924,0.9074,1.1099,1.1849,1.1099
E01000083,32.28059565,36614,88,-1.049757626,1.7892,2.2025,0.7575,0.9494
E01000084,38.10557223,39218,94,-1.046740243,0.8475,0.8274,1.35,1.9975
E01000085,43.5794381,40514,98,-1.076830364,1.5324,0.5974,0.88,1.635
E01000086,38.44862607,39344,95,-0.85565043,1.3375,1.1599,1.175,1.805
E01000087,39.13149258,39539,95,-0.605090222,2.4128,1.7907,1.5129,1.0925
E01000088,33.87986585,37498,90,-0.56250771,1.1398,1.03395,2.9,2.0675
E01000089,29.76247959,34906,84,-0.244138639,0.88715,2.2325,4.1575,3.325
E01000090,30.06618344,35141,85,-0.344344421,0.6,2.36,4.2264,3.3036
E01000091,30.28060748,35277,85,-0.180913049,2.1875,2.1875,2.1875,2.1875
E01000092,33.18553716,37114,89,0.505024482,5.256,5.256,2.892,5.256
E01000093,35.10981866,38095,92,-1.307977509,0.7935,0.7935,0.7935,0.7935
E01000094,34.26632088,37689,91,0.281957841,3.64,3.64,2.9505,3.64
E01000095,37.55926665,39030,94,0.595262418,8.02,4.5175,4.5175,4.5175
E01000096,41.52424854,40137,97,0.553399358,5.18935,6.3619,3.65115,5.5742
E01000097,28.63770953,33954,82,-0.95524301,1.6302,1.483,1.3525,2.8275
E01000098,32.2149366,36564,88,-1.147501103,2.0545,1.2704,0.54,2.196
E01000099,32.08311366,36498,88,-0.796243246,1.0916,2.01825,1.92725,2.1423
E01000100,32.82497931,36909,89,-1.001317393,0.9288,2.0395,1.8221,0.9388
E01000101,35.06031565,38078,92,-1.359802385,1.242,0.59325,1.2192,1.615
E01000102,32.9174849,36956,89,-0.897705238,1.5725,2.0088,0.971,1.509
E01000103,30.86106757,35722,86,-0.033067369,3.827359649,2.9109,3.3874,1.205
E01000104,33.37116496,37207,90,-0.105348094,3.4147,2.2116,2.3882,2.126359649
E01000105,43.16298343,40441,97,-0.95643103,1.5135,1.0695,0.88,1.33625
E01000106,32.35025417,36643,88,-0.978539619,0.8795,2.1455,0.96375,0.8795
E01000107,27.04513333,32347,78,-0.263958722,4.5394,2.2659,2.7554,0.745
E01000108,35.24602929,38139,92,-0.568211849,3.32225,1.04875,1.1039,2.04
E01000109,36.25156097,38539,93,-0.377188654,1.6237,2.8335,2.6194,2.8761
E01000110,37.69903086,39070,94,-0.508923658,2.0536,1.5811,1.7496,1.6511
E01000111,37.30154068,38942,94,-0.418217618,2.442,2.6324,1.3055,3.7144
E01000112,45.6476285,40857,98,-0.98660968,2.0246,0.9216,0.6829,1.6717
E01000113,51.90768606,41450,100,-0.917900691,2.19135,0.9234,0.7884,2.4176
E01000114,39.65698588,39694,96,-0.807831896,1.8541,2.0821,0.9655,3.1641
E01000115,23.37791552,27608,67,-0.716791964,1.6296,0.9996,2.2565,2.5176
E01000116,27.53307585,32828,79,-0.504338698,2.7504,1.4014,2.0615,3.6343
E01000117,27.47510578,32757,79,-0.383157661,3.26085,3.5509,1.64875,3.9398
E01000118,29.38363865,34617,83,-0.262225498,2.5386,2.7694,2.0904,4.4396
E01000119,28.57277115,33900,82,-0.830941721,3.4705,1.0145,1.55295,1.376
E01000120,31.1048877,35869,86,-0.76069417,2.8734,1.02615,1.6684,1.9688
E01000121,27.08188563,32392,78,0.140360392,2.228,4.8543,4.1996,4.0643
E01000122,25.45984519,30620,74,-0.072451346,4.8384,2.3617,2.481,3.749
E01000123,27.35709586,32654,79,0.067180398,4.2637,3.7469,2.7787,4.1612
E01000124,34.65681449,37865,91,-0.422999529,3.2346,2.3179,2.178,2.9688
E01000125,35.41653334,38224,92,-0.700219398,1.4691,1.3921,1.6495,2.1866
E01000126,30.83235622,35709,86,-0.132468369,2.785,2.59,3.625,3.51
E01000127,27.84107642,33127,80,-1.196880258,0.785,0.8425,1.635,3.704
E01000128,29.7010655,34863,84,-0.737964957,1.5125,1.755,1.6094,2.8225
E01000129,43.05702005,40427,97,-0.988147777,1.3825,1.3669,0.9213,3.1154
E01000130,29.19132768,34445,83,-0.821257772,1.245,1.245,2.3775,3.625
E01000131,32.75591399,36870,89,-0.627701274,2.1677,2.2275,1.0945,3.27
E01000132,35.80720303,38382,92,-1.107413435,1.45,0.6675,0.935,3.669
E01000133,31.40267432,36079,87,-0.748878907,1.485,1.485,1.9725,3.719
E01000134,28.28845075,33618,81,-0.716126507,2.0595,0.8425,1.96625,2.3928
E01000135,32.59868928,36791,89,-0.946939579,1.375,1.3925,1.4348,1.4925
E01000136,28.02449292,33339,80,-0.739813047,2.267,1.4619,1.4744,2.0309
E01000137,31.87539287,36373,88,-1.471304823,1.75645,0.50465,0.7441,0.7441
E01000138,32.3222678,36633,88,-0.533598863,1.608,3.0635,2.1804,1.26
E01000139,29.08967003,34348,83,-1.224840678,1.09125,1.7241,1.1817,0.6684
E01000140,36.320615,38561,93,-1.678641793,1.7402,0.5066,0.4916,0.5387
E01000141,50.9970312,41389,100,-1.140075592,1.2798,1.0685,0.876,2.2455
E01000142,37.49626971,39015,94,-1.056820546,1.50705,2.015,1.24845,0.7921
E01000143,38.65077457,39406,95,-0.778299241,1.541,1.8585,1.3622,2.1305
E01000144,46.43090386,40957,99,-2.083157995,0.8025,0.2725,0.62,0.5935
E01000145,37.06315087,38834,94,-1.287906993,1.0435,1.645,1.2745,1.1109
E01000146,54.63134573,41564,100,-2.007763311,1.0058,0.3759,0.41,0.9783
E01000147,31.2047152,35950,87,-1.373579138,0.785,0.8525,0.8925,2.0716
E01000148,36.92089671,38781,93,-1.048403885,1.101,1.2,1.3736,2.9688
E01000150,27.37685905,32673,79,-0.872873424,2.2075,1.86,1.4623,0.8875
E01000151,33.65774596,37374,90,0.022639984,4.3475,3.4425,2.3255,3.916
E01000152,41.79733211,40204,97,0.236978565,4.195,3.9464,3.66,4.6725
E01000153,38.93398912,39484,95,0.264436772,4.025,4.025,4.2614,4.6725
E01000154,39.88919603,39755,96,-0.403568906,4.2892,2.4485,1.045,2.993
E01000155,38.04513304,39196,94,-0.668458858,2.8392,1.6515,1.8202,2.3975
E01000156,30.92289778,35767,86,-1.206957449,0.8435,0.4901,0.939,5.2183
E01000157,27.20545108,32501,78,-0.841024084,0.961,0.961,1.5796,4.7242
E01000158,34.59126869,37833,91,-0.334285786,2.0425,2.4728,2.2176,2.6637
E01000159,25.04100374,30085,73,-0.406431366,2.1431,2.397,2.2298,2.0569
E01000160,31.15504315,35908,87,-0.082140703,3.5847,3.0635,2.7464,3.4503
E01000161,37.32343454,38949,94,-0.820846439,1.0705,1.3122,1.3111,2.3782
E01000162,49.20053435,41241,99,-1.323359203,1.1771,0.4323,0.636,2.0837
E01000163,24.77136334,29698,72,-0.406039054,1.5901,1.5901,2.3831,4.4402
E01000164,27.19280103,32491,78,-0.772148949,1.1076,1.1076,1.4419,4.1427
E01000165,29.5841068,34772,84,-0.476566868,2.4706,2.265,1.3938,1.3931
E01000166,18.85495477,18681,45,-0.126512339,2.2,2.8,2.8125,3.8685
E01000167,18.36088114,17589,43,-0.413095935,1.9925,2.47315,1.85625,3.2485
E01000168,21.46180672,24223,59,-0.303621871,1.74,1.9981,2.42045,3.991
E01000169,20.86886667,23036,56,-0.636982733,1.36475,2.241,1.795,2.41125
E01000170,24.27727035,28938,70,-1.348341541,0.8025,1.3491,0.824,1.1517
E01000171,28.81972653,34095,82,-1.440904081,0.8251,0.8147,0.97965,1.6383
E01000172,18.43202785,17757,43,-0.598871111,2.3225,0.7784,2.1487,3.6914
E01000173,26.56780749,31910,77,-0.884715945,2.2284,1.5925,0.9587,2.2284
E01000174,31.57025063,36188,87,-0.877609984,2.0937,1.6,0.8343,2.0937
E01000175,22.67277865,26397,64,-0.423511386,2.9179,2.38215,1.7813,2.9179
E01000176,31.92194192,36410,88,-0.500895475,2.0375,2.4371,1.7294,3.1778
E01000177,36.85869379,38767,93,-1.320683359,0.8585,1.6005,1.305,1.8277
E01000178,37.88195999,39138,94,-1.299483316,1.26095,1.12605,1.2205,1.7797
E01000179,36.87093828,38773,93,-0.63743802,1.8215,2.1995,1.5633,2.7147
E01000180,30.97803583,35801,86,-0.801466854,1.80545,0.9225,1.5367,3.51345
E01000181,51.28904389,41406,100,-2.006112759,1.1937,0.13,0.4124,2.3452
E01000182,34.73095132,37908,91,-1.464437461,0.685,0.762,0.8032,3.5592
E01000183,27.79854738,33094,80,-0.816921187,1.47,1.8325,1.06,3.6479
E01000184,32.92718475,36963,89,-0.767558078,2.322,0.9516,3.1488,0.9516
E01000185,32.7630871,36876,89,-0.93620359,1.4255,1.5513,2.37915,1.5513
E01000186,23.6753058,28050,68,-1.077793714,1.74435,0.4751,0.566,5.3377
E01000187,24.1449347,28747,69,-0.591165634,3.0225,0.74,0.8825,6.6702
E01000188,15.97840683,11953,29,-0.136858597,2.405,2.2425,1.8526,6.6678
E01000189,21.03578346,23394,57,0.144778289,4.689473684,3.8868,1.78365,6.2206
E01000190,19.95822287,21112,51,-0.121448526,3.3911,2.5392,2.1411,4.7321
E01000191,19.17370528,19402,47,-0.458074011,1.404,1.73,2.08125,5.24155
E01000192,28.59544031,33923,82,-1.596242241,0.9315,0.3232,0.55225,3.6304
E01000193,28.25083584,33574,81,-1.064956684,2.3247,1.1064,0.59,3.12835
E01000194,33.57044384,37327,90,-0.769304399,1.8525,1.4084,1.5365,2.0768
E01000195,25.74958549,30949,75,0.089003226,4.07,2.1125,2.0725,8.1852
E01000196,44.29507276,40636,98,-0.965163232,1.6201,0.8616,1.0086,5.7507
E01000197,34.60755885,37843,91,-0.605434042,1.37,1.19,1.9936,5.1734
E01000198,29.82897802,34965,84,-0.27943447,1.6301,2.5711,2.832,2.8692
E01000199,25.39412246,30550,74,-0.410349336,2.2781,0.8717,2.8122,4.7388
E01000200,30.07856474,35151,85,-0.522808574,2.2323,1.8264,2.0534,4.4043
E01000201,28.53796408,33868,82,-0.434832878,1.30805,2.9029,2.5682,2.7938
E01000202,32.93530032,36969,89,-0.761245682,0.9575,2.1908,1.4055,5.2387
E01000203,32.06431479,36490,88,-0.289362965,1.59,3.2358,2.539455263,5.2715
E01000204,33.14370683,37095,89,-0.672219789,2.1705,0.6432,1.8677,5.7573
E01000205,24.92825076,29923,72,-0.300518544,2.5267,2.821,2.2975,4.5782
E01000206,23.19479692,27298,66,0.131231537,3.7811,3.4015,3.4798,4.1274
E01000207,25.99053633,31256,75,-0.706669583,1.8765,1.8765,1.335,3.5335
E01000208,22.76123706,26541,64,-0.39899745,1.8725,1.7436,2.1851,5.4645
E01000209,25.77919515,30987,75,-0.529811161,2.3899,1.9295,1.5647,3.196
E01000210,26.04046735,31324,76,-1.09030384,1.269,1.334,0.7925,5.1962
E01000211,44.14100878,40615,98,-0.827016053,1.7997,1.7584,0.8672,3.0936
E01000212,27.11407262,32420,78,-0.894920322,1.1725,1.5004,1.9525,1.501
E01000213,24.6493059,29502,71,-0.314664653,2.5615,2.5615,2.0225,3.9935
E01000214,26.72633413,32067,77,-0.755301167,1.4245,1.3908,2.3871,1.4245
E01000215,39.4293784,39615,95,-0.952524139,1.7516,1.0695,1.0695,2.3087
E01000216,42.07457949,40258,97,-1.374837062,1.1968,0.93,0.96125,1.6078
E01000217,43.21515478,40454,97,-1.072169311,1.7997,1.1542,0.795,2.2101
E01000218,42.35038968,40303,97,-1.503221147,0.98635,0.7125,0.7696,1.6165
E01000219,37.1574204,38883,94,-0.608593054,2.0894,1.5732,1.5732,2.8
E01000220,40.22506783,39848,96,-1.304826601,0.9993,1.0365,1.0365,1.6592
E01000221,29.11583955,34378,83,0.156715814,4.3835,4.5721,3.88775,4.8915
E01000222,32.59217208,36789,89,-0.604926072,1.2625,3.571,0.9125,3.09325
E01000223,30.92400488,35771,86,-0.222129196,2.6375,3.122,2.256,3.265
E01000224,33.71121075,37402,90,-0.478028589,1.5425,3.1785,1.363,2.7475
E01000225,41.10031519,40046,96,-0.574401241,2.5572,1.9575,1.3378,2.556
E01000226,28.80187894,34082,82,-0.776264784,2.192,0.722,1.5625,2.5913
E01000227,33.83228327,37471,90,-0.602644238,1.5656,1.3344,1.5365,4.25225
E01000228,20.91932465,23151,56,-0.146541938,4.118886842,2.2577,2.2577,4.6166
E01000229,25.92715118,31183,75,0.128441489,4.3584,2.4864,2.19,7.4481
E01000230,26.12760142,31427,76,-0.568426401,2.8284,0.884,1.0165,6.0228
E01000231,26.72035314,32054,77,-0.76957854,3.068526316,1.083,1.083,4.5603
E01000232,33.35548504,37200,90,-0.881803139,1.7044,1.1022,0.9275,4.4702
E01000233,37.98801345,39177,94,-1.045065316,0.8464,0.8244,1.1424,3.5256
E01000234,36.14599471,38494,93,-0.814895495,1.2938,1.2612,1.411913158,2.7855
E01000235,38.18229609,39244,95,-0.776332258,1.635,1.4925,1.1375,3.669
E01000236,33.185778,37115,89,-0.9518786,1.62,1.435,1.7286,1.14
E01000237,37.23848776,38918,94,-1.277614894,1.83405,0.7536,0.7945,2.36225
E01000238,35.95409168,38431,93,-1.202899561,1.04,1.8296,1.5361,0.714
E01000239,31.37137992,36059,87,-0.27724587,2.5383,2.3517,1.8658,3.7096
E01000240,30.56375177,35494,86,0.121202336,3.59125,3.4545,3.18775,4.4796
E01000241,24.34830542,29027,70,-0.611061824,2.12775,3.4949,2.05775,0.6675
E01000242,29.65748031,34829,84,-0.572781336,1.4009,2.7885,1.548,2.5156
E01000243,45.02233279,40755,98,-1.25779376,0.65325,2.1139,0.7425,1.6015
E01000244,38.72968942,39429,95,-0.968056168,0.8945,2.26615,0.73485,2.3847
E01000245,45.34844753,40813,98,-1.659276784,1.0013,1.0452,0.4601,1.29
E01000246,17.35450923,15202,37,-0.242539762,2.12925,2.4525,2.9839,2.4739
E01000247,20.26984126,21766,53,-0.149067109,2.39435,2.98325,2.8605,3.2015
E01000248,27.94641945,33242,80,-1.073088364,2.09905,0.6944,1.37035,1.81935
E01000249,19.98413344,21167,51,-0.340768958,3.2085,2.09875,2.5132,1.72065
E01000250,32.52464019,36749,89,-1.491435504,0.936,0.6688,0.96,1.3115
E01000251,22.67964333,26404,64,-1.09513979,0.7612,1.3115,1.2792,2.2828
E01000252,17.72868433,16124,39,-0.814755197,1.1677,1.4455,2.2053,1.4455
E01000253,21.51783147,24334,59,0.572177208,7.182,5.5908,4.151,4.591
E01000254,17.39305944,15316,37,-0.510230404,3.2424,1.656,1.614,3.2282
E01000255,21.51852386,24337,59,0.310124301,6.1715,3.0585,3.0585,6.1715
E01000256,25.38880122,30543,74,-0.11862756,3.78575,1.6075,2.981,3.78575
E01000257,26.02771661,31309,76,-0.191495856,4.5959,2.1432,1.7036,7.88625
E01000258,32.9883706,37005,89,-1.100212253,1.2324,1.193,1.2324,1.2324
E01000259,29.69648454,34859,84,-0.165357938,5.4246,2.0477,1.6097,7.43175
E01000260,30.10728173,35177,85,0.002081101,5.224,1.7425,3.6325,4.137
E01000261,23.23211923,27356,66,0.063787481,3.5781,3.0966,3.0966,3.5781
E01000262,24.60322245,29435,71,0.522832362,7.1998,4.2757,4.1432,8.7997
E01000263,26.10148705,31399,76,-0.551797878,2.3574,1.7692,1.7692,2.3574
E01000264,48.71513823,41189,99,-1.722629866,0.8723,0.629,0.668426316,0.8723
E01000265,31.66797034,36239,87,-0.921826068,1.1301,4.2264,1.5432,0.6129
E01000266,24.57079594,29374,71,-0.399572588,2.3651,3.10415,1.6573,2.51415
E01000267,17.25598082,14983,36,-0.426620756,2.3432,1.6083,2.2893,2.3432
E01000268,22.11063634,25411,61,-0.95779928,0.9862,1.4908,1.321,2.3785
E01000269,22.60203009,26264,63,-0.473875746,2.3378,2.6507,1.025,2.7119
E01000270,19.72888351,20621,50,-0.749158774,1.5286,1.31775,1.7055,2.4365
E01000271,17.17639742,14790,36,-0.218225243,3.3235,1.975,2.1619,4.1579
E01000272,18.98855145,18997,46,-0.34927814,2.7639,2.2156,1.9851,3.3904
E01000273,22.06187825,25303,61,-0.943411601,2.0539,0.9898,0.9825,3.5772
E01000274,24.11026897,28686,69,-0.822694854,1.4518,3.5318,1.1878,1.7002
E01000275,17.52266976,15630,38,-0.372307088,2.15,1.87625,3.0611,2.0075
E01000276,18.64311826,18220,44,0.19747309,4.3383,2.515,4.37895,4.3383
E01000277,22.80276946,26619,64,-0.875798399,1.7319,0.8325,1.8147,2.0975
E01000278,22.46265646,26033,63,0.191432825,3.794,3.1639,3.8343,4.6733
E01000279,19.25689036,19590,47,0.628738925,6.294,4.9087,5.7175,6.597
E01000280,17.5866186,15778,38,-0.258212445,3.585,1.599,2.4078,3.88135
E01000281,30.81701483,35694,86,-0.418498099,2.6449,2.3223,1.5325,3.8016
E01000282,18.36439136,17602,43,-0.667644607,2.7858,0.9898,1.5584,3.41
E01000283,17.77235689,16252,39,-0.243357106,2.895,1.295,3.64095,2.7525
E01000284,19.98570301,21170,51,-1.062734005,1.0726,0.9441,2.1456,1.1575
E01000285,16.51716226,13204,32,-0.394611162,3.5175,3.1976,1.805,0.9
E01000286,18.15502753,17126,42,-0.258075502,4.3945,3.4585,1.0925,2.04
E01000287,15.95992749,11898,29,-0.283067745,4.3536,3.7826,1.1625,1.4675
E01000288,15.05736303,9771,24,-0.831676927,1.2145,1.2145,2.0224,1.2145
E01000289,14.04271934,7520,19,-0.855475458,1.05425,1.05425,2.7394,1.05425
E01000290,18.64297798,18219,44,0.283728267,5.8195,4.9826,2.4575,3.215
E01000291,16.49500449,13161,32,-0.167776851,2.885,2.88265,3.1873,1.47575
E01000292,18.62228367,18174,44,-0.776438209,1.8567,1.02,1.9647,1.7113
E01000293,20.78391706,22873,55,-0.928687858,1.11435,1.11435,1.8504,1.5688
E01000294,21.44518525,24187,58,-0.468637826,2.7671,1.7986,2.1285,1.8234
E01000295,37.75898352,39091,94,-0.825034508,1.1194,0.9932,1.106,5.2086
E01000296,41.43738438,40118,97,-1.141018015,0.773,0.6373,0.8342,5.2158
E01000297,38.03993939,39193,94,-0.683300584,1.055,2.4822,1.194,3.45195
E01000298,45.70330395,40865,98,-1.193007383,0.8294,0.4512,0.9694,4.0137
E01000299,46.28107045,40938,99,-1.787998671,1.0607,0.41445,0.6531,1.1837
E01000300,26.31684383,31606,76,-0.758177353,2.2035,1.073,1.7322,2.2762
E01000301,25.31939574,30447,73,-0.322352878,2.55415,1.7875,2.507,3.4353
E01000302,29.41208301,34637,84,-0.939017724,1.5587,0.75125,1.631,2.6023
E01000303,25.54637596,30729,74,-0.117412168,2.4125,2.2769,2.64,4.9833
E01000304,28.86627182,34137,82,-0.186954163,2.0682,2.0682,2.3601,6.2413
E01000305,27.72380734,33017,80,-0.902921515,1.7258,1.23,1.1194,1.3648
E01000306,28.03915666,33355,80,-1.09100379,1.8393,0.8175,1.4714,0.975
E01000307,26.51849661,31845,77,-0.520007527,2.55905,2.24,2.1772,1.265
E01000308,24.18244015,28806,70,-0.926119477,1.70145,1.6461,1.0732,1.0331
E01000309,25.55748972,30752,74,-0.735796541,3.00835,0.7653,1.5714,2.90875
E01000310,31.84313852,36346,88,-0.942026764,1.00375,1.395,1.4275,2.9225
E01000311,36.43868779,38611,93,-0.653812449,2.29155,1.7208,1.8697,1.84
E01000312,21.36867718,24051,58,-0.525708508,2.8081,2.7535,1.7357,1.1969
E01000313,28.20614439,33529,81,-1.402417665,1.0636,1.0308,0.8472,0.6328
E01000314,36.0026533,38444,93,-1.452542045,1.9743,0.6475,0.545,2.74875
E01000315,31.67328791,36243,87,-0.596748531,2.0839,1.42045,1.68925,2.5042
E01000316,31.85270536,36352,88,-0.460412598,1.5923,2.3905,2.4624,3.3881
E01000317,30.79401244,35680,86,-1.033836338,1.40485,0.5564,1.6206,2.8046
E01000318,32.09837081,36504,88,-0.999991943,1.306,1.27675,1.4364,1.7865
E01000319,30.17042349,35220,85,-0.590956062,1.18,2.1487,1.6219,3.6821
E01000320,25.00984489,30048,73,-1.009693494,1.3585,1.175,1.5083,1.7081
E01000321,30.85173016,35718,86,-1.512142771,0.8431,0.7123,1.19275,1.0725
E01000322,26.83572988,32161,78,-1.14828589,1.40075,0.96325,1.1655,1.387
E01000323,40.04289031,39795,96,-1.979646169,0.6884,0.5587,0.6391,0.7285
E01000324,29.36777875,34603,83,-0.812719736,2.3365,0.727,1.492,2.258
E01000325,24.98385633,30007,72,-0.505165513,2.1215,3.3195,0.8075,2.0885
E01000326,23.37667513,27607,67,0.068666024,4.811,3.9695,1.5985,3.8625
E01000327,27.30360468,32614,79,-0.772092581,1.1615,2.1807,1.3195,1.7229
E01000328,20.64015775,22575,55,-0.06382692,2.1957,3.6281,3.3875,2.1957
E01000329,28.2291736,33552,81,-0.716323015,1.2,2.43735,2.4746,1.2
E01000330,33.43520859,37248,90,-0.852721899,1.6008,2.1518,1.9032,0.89035
E01000331,19.69487336,20551,50,-0.220847872,2.21565,2.88735,3.2672,2.10625
E01000332,31.00862585,35813,86,-0.122296572,1.91445,1.8831,1.8167,7.30575
E01000333,42.84572543,40395,97,-0.437703044,0.815,3.35795,0.815,7.087
E01000334,40.96349609,40017,96,-0.003981306,1.6954,3.9592,1.6954,6.453
E01000335,30.99817753,35808,86,0.482800888,4.5205,6.0441,5.3286,7.6584
