LSOA21CD,ah4blue,ah4dent,ah4gp,ah4hosp,ah4phar
E01019967,15.5239,15.8152,16.1188,15.5475,15.9503
E01019968,1.4908,4.321,1.4191,1.4191,1.4191
E01019969,1.5596,3.0947,2.4058,1.4157,2.3735
E01019970,1.7056,2.0863,1.2762,1.6881,1.9278
E01019971,0.2409,1.8169,2.9609,1.4767,1.6303
E01019972,1.3077,2.0107,2.9729,1.7064,1.963
E01019973,1.843,3.3662,3.0502,1.3273,2.778
E01019974,3.2318,3.3381,2.7947,1.6858,2.5161
E01019975,2.5164,2.6228,2.0978,1.2718,1.8008
E01019976,3.3779,3.7769,2.7789,2.3677,2.9549
E01019977,3.1335,3.2876,1.786,1.786,2.4656
E01019980,1.6567,4.8677,2.1064,1.773,1.773
E01019981,3.4066,3.8952,3.3823,1.3328,2.973
E01019982,1.965,5.0539,2.7278,2.2124,2.2124
E01019983,1.1508,4.6967,1.2962,1.2177,1.2177
E01019984,2.9701,5.526,2.3483,2.2356,2.9115
E01019985,2.3766,3.8648,1.8927,1.5363,2.5114
E01019986,5.1405,2.0143,1.9631,1.8784,1.5042
E01019987,3.9599,1.2065,0.9812,0.9812,0.7236
E01019988,4.8477,2.185,1.9059,1.854,1.395
E01019989,4.2759,0.5146,0.8399,0.8399,0.8399
E01019990,7.353,3.3503,2.1109,1.0755,2.6349
E01019991,6.4054,2.4122,1.7908,1.0738,2.5169
E01019992,6.0806,1.5509,1.3355,1.0431,1.0461
E01019993,7.6191,2.9535,2.377,1.1305,2.0271
E01019994,3.1116,1.1837,1.4422,1.5306,1.496
E01019995,2.3843,0.6592,0.8931,1.1711,0.8627
E01019996,2.2132,0.9125,1.1938,0.9887,1.359
E01019997,3.9351,1.3471,1.2375,1.2375,2.061
E01019998,5.8751,3.5276,2.7746,2.5153,3.8167
E01019999,4.2803,2.4502,1.6765,1.6241,2.518
E01020000,6.0242,2.9335,1.9926,1.6038,3.2761
E01020001,5.5163,3.8656,3.2498,3.0361,3.9817
E01020002,7.6531,2.9292,2.908,2.2346,2.2822
E01020003,7.823,3.067,2.3031,2.2989,1.3954
E01020004,7.5518,4.3072,1.8303,1.8171,2.5365
E01020005,6.4129,1.294,1.4806,1.3395,1.4033
E01020006,4.7569,0.7759,2.0627,1.9596,2.1193
E01020007,4.2738,1.0496,1.0016,1.0016,2.2164
E01020008,4.0207,0.6944,1.4835,1.4835,1.7421
E01020009,3.3645,1.0136,1.1173,0.9699,1.3182
E01020010,2.2609,2.7913,3.1544,2.5141,3.1939
E01020011,1.0759,1.5821,4.484,2.3821,2.323
E01020012,1.5187,2.2406,5.2294,3.1024,1.1037
E01020013,4.034,2.7312,1.4228,1.394,1.4076
E01020014,4.6253,3.0196,1.8879,2.1127,1.8581
E01020015,2.4318,2.9355,2.8289,3.0133,2.8289
E01020017,1.1137,0.9208,1.5003,1.2388,1.5562
E01020018,1.1319,0.7029,1.4904,1.0275,0.8248
E01020019,3.2241,1.3332,1.1513,1.2757,1.3657
E01020020,2.9834,1.1453,1.0862,1.3251,1.1312
E01020021,2.0987,1.0433,1.4012,0.7419,1.7501
E01020022,2.367,0.5734,0.5593,0.7455,0.5593
E01020023,1.4988,2.3662,2.5774,1.4414,2.9414
E01020024,1.5386,1.6721,1.8569,1.0529,2.1256
E01020025,0.8325,1.4372,1.799,0.8393,1.8738
E01020026,4.1075,3.2362,2.032,1.9142,2.9841
E01020027,4.1835,2.9697,2.6954,2.4061,2.7447
E01020029,1.3282,1.8579,2.3503,1.273,1.5452
E01020030,0.7151,1.0843,2.1032,0.8662,0.9652
E01020031,1.5452,1.7575,1.1811,0.818,0.9497
E01020032,1.1081,1.5078,2.3692,1.388,1.3333
E01020036,5.8265,1.9639,2.2217,1.7249,1.9393
E01020037,6.0242,1.1017,1.2852,1.0671,1.3837
E01020038,4.9787,2.9045,2.1389,1.8899,3.4997
E01020039,5.3542,1.9198,1.7946,1.0928,2.0095
E01020040,5.7186,2.5234,2.2052,1.6174,2.0449
E01020041,4.0285,1.5064,2.6994,1.6265,1.4316
E01020042,3.2056,2.4077,3.3851,2.3444,2.4342
E01020043,3.1313,14.0779,13.9961,14.2686,9.7709
E01020044,5.3767,19.2486,14.3133,14.0465,18.7323
E01020045,11.8948,10.7092,4.1246,11.5847,10.1679
E01020046,10.5445,20.7123,15.5421,19.1602,17.6745
E01020047,2.6743,3.187,2.8975,2.4258,2.8975
E01020048,1.333,0.208,0.8371,0.8371,0.165
E01020049,9.1443,16.5816,17.0723,17.0723,15.1046
E01020050,2.0903,17.9801,17.5513,17.5513,5.2542
E01020051,5.5246,6.0878,6.3398,5.0574,5.2346
E01020052,1.2531,3.4402,2.8766,1.3856,1.4136
E01020053,3.7135,4.2536,4.5056,3.2232,3.4004
E01020054,5.0445,2.0333,1.7196,2.2504,1.5972
E01020055,3.0204,0.8563,1.174,1.9727,0.9721
E01020056,5.8669,9.6069,9.5313,10.4823,9.0025
E01020057,2.7293,0.6375,1.0995,1.8529,0.8977
E01020058,2.455,2.5021,2.9641,3.7174,2.7623
E01020059,13.7546,13.9477,9.86,13.3526,12.912
E01020060,4.4336,0.7327,3.5263,1.1556,0.7235
E01020061,5.422,0.8511,4.5051,0.8621,1.4756
E01020062,4.3917,6.4165,6.0367,6.0367,2.5602
E01020063,10.3532,10.8881,10.712,11.5628,8.2307
E01020064,5.4198,7.124,6.7441,6.7441,2.8929
E01020065,3.12,3.0576,2.8705,1.8185,2.8097
E01020067,3.3955,3.2356,2.9461,1.8479,2.9461
E01020068,7.4119,10.0603,10.9343,10.0105,9.9873
E01020069,11.3545,12.386,15.2768,12.386,13.546
E01020070,29.544,26.5753,17.1708,17.2133,29.6183
E01020071,6.859,19.7935,2.6004,2.6004,16.2694
E01020072,13.6725,15.8769,12.9913,18.2116,18.3734
E01020073,24.7877,14.0141,14.1923,14.1923,28.9844
E01020074,12.7961,18.9419,10.2684,10.2684,17.3637
E01020075,17.0624,22.3986,5.5394,5.5394,21.8173
E01020076,6.9567,13.3406,3.8507,16.819,13.5439
E01020077,15.32,17.9046,16.9866,16.3367,17.5394
E01020078,0.736,2.1529,1.4637,1.4303,1.6572
E01020079,1.2062,2.8635,2.2103,1.6293,1.8465
E01020080,3.0662,4.1662,3.6184,3.6184,3.8936
E01020081,1.1612,4.5664,4.0016,2.9766,3.1864
E01020082,17.0789,20.207,8.0606,8.0606,20.2889
E01020083,12.5385,9.2569,8.4455,9.2496,10.3779
E01020084,3.4638,2.514,4.3102,2.0796,2.7732
E01020085,4.9021,3.7691,5.9078,2.3446,3.0796
E01020087,11.5854,29.7749,11.6738,11.6738,11.699
E01020088,15.3197,23.8864,23.5018,23.1659,21.9523
E01020089,2.8514,1.8142,1.9164,1.9164,1.9164
E01020090,6.0972,3.2579,4.5704,4.5704,4.5704
E01020091,5.0379,3.3779,3.1335,3.1335,3.1335
E01020092,4.4189,2.2901,1.9563,1.9563,1.9563
E01020093,3.2852,1.3162,1.0907,1.0907,1.0907
E01020094,0.9034,0.6742,1.0174,0.8676,1.0748
E01020095,1.4675,0.9431,1.6195,0.6919,1.2052
E01020096,0.976,0.8402,1.3997,0.9634,1.0631
E01020097,16.681,23.1055,15.8447,15.0808,16.7647
E01020098,28.0203,10.8085,9.8198,6.6898,28.9763
E01020099,1.626,12.3109,13.1246,11.9547,4.0825
E01020100,5.3722,25.9854,16.1035,14.9653,10.2282
E01020101,2.0397,13.9338,14.7475,13.5776,1.8358
E01020102,5.7816,5.5114,5.8956,4.8309,5.953
E01020103,2.2238,1.9946,2.3378,2.0572,2.3952
E01020104,3.1222,2.893,3.2362,2.6098,3.2936
E01020105,3.1594,6.8366,2.6629,6.5147,1.743
E01020106,2.535,9.6111,5.4373,9.2892,4.5174
E01020107,3.7299,6.3279,2.107,6.006,1.8212
E01020108,3.2261,14.5322,15.0038,14.2115,4.9951
E01020109,2.9992,12.3645,12.1369,12.1369,12.1369
E01020110,2.8049,5.399,3.5387,5.125,5.3734
E01020111,1.641,1.2326,2.2756,1.1026,1.7663
E01020112,0.7312,2.155,3.0046,1.2824,1.9218
E01020113,1.3685,1.4011,2.6996,1.4619,0.6594
E01020114,1.4681,2.431,3.371,2.2065,2.6251
E01020115,1.8026,3.6826,4.634,3.5374,3.9441
E01020116,2.2175,1.3176,2.2016,0.9103,2.0933
E01020117,3.492,3.0983,3.9433,2.7776,3.7325
E01020118,2.6838,2.3732,1.2476,1.2228,1.2476
E01020119,2.176,9.4501,8.0766,9.9611,7.8348
E01020120,7.4407,7.8681,7.4662,6.7397,7.4662
E01020121,10.4065,11.0119,9.2472,9.2472,9.2472
E01020122,5.3157,5.0635,6.3549,4.7534,4.7534
E01020123,1.6677,1.0778,3.2043,1.0496,3.0387
E01020124,1.061,1.6595,2.1443,1.4806,2.0238
E01020125,3.4564,2.3882,4.3473,2.0641,2.5859
E01020126,1.8575,42.0489,1.9076,2.004,2.004
E01020127,8.0197,13.4198,13.2543,12.6572,12.3503
E01020128,2.2473,1.9214,1.3295,1.3295,1.3295
E01020129,2.1426,1.4291,1.749,1.3242,1.7861
E01020130,1.6857,0.9037,2.2596,1.974,2.1166
E01020131,14.3222,32.9197,18.52,17.4004,18.4598
E01020132,1.4296,1.9158,2.7554,1.2447,2.2205
E01020133,3.0058,1.777,3.0092,1.6782,2.8057
E01020134,2.3154,1.6024,1.977,0.8989,1.8423
E01020135,3.939,28.2429,1.3675,1.2186,1.2135
E01020136,5.4423,27.8473,2.4199,1.9182,2.1559
E01020137,3.779,27.1806,0.4344,0.3642,0.1761
E01020138,24.5329,24.6787,13.2046,12.8569,24.8399
E01020139,1.9172,1.3045,1.9311,1.0146,1.3505
E01020140,3.2194,2.4092,3.3334,2.3578,2.9559
E01020141,3.0292,1.9964,3.1432,1.3562,2.5431
E01020142,8.0019,13.7649,12.9221,12.6701,13.1204
E01020143,9.739,11.1542,10.3077,9.9302,10.7829
E01020144,4.2788,5.6755,3.9888,4.7808,2.3375
E01020145,4.8683,8.0436,7.8991,9.4593,8.3342
E01020146,4.2475,5.1338,3.4471,4.7679,2.3246
E01020147,3.0399,14.6354,11.0941,14.6354,11.0498
E01020148,5.1952,15.2494,16.9695,15.3888,16.9524
E01020149,8.3555,6.674,6.541,6.2949,6.8336
E01020150,3.6505,5.8178,4.987,1.976,5.4933
E01020151,1.566,1.7646,3.5159,1.5297,1.7779
E01020152,0.5186,0.8482,3.8004,0.369,0.369
E01020153,0.5935,4.2224,6.4722,3.2499,3.466
E01020154,2.7639,1.6555,2.2296,1.5716,2.2711
E01020155,2.8027,0.8599,1.7825,1.124,1.7825
E01020156,2.6505,9.6379,9.5663,6.9459,9.5477
E01020157,4.9485,11.7261,11.0836,10.072,11.2493
E01020158,4.8433,13.0812,1.3909,13.9669,1.2974
E01020159,2.8211,9.5552,8.0255,9.3294,10.0444
E01020160,6.3677,7.3663,6.2238,6.2321,6.4877
E01020161,2.9864,2.1622,2.2949,1.778,2.2949
E01020162,2.348,2.9435,2.4854,2.6238,2.4854
E01020163,2.7535,2.3892,1.9312,2.0695,1.9312
E01020164,1.5181,2.1222,1.5027,1.6834,1.5027
E01020165,4.6767,3.1866,4.1237,2.543,4.1237
E01020166,3.5355,2.0839,2.8947,1.0559,2.8947
E01020167,5.2852,3.0459,4.7045,3.0918,4.7045
E01020168,0.8187,1.5317,3.6565,3.1529,1.634
E01020169,0.5886,0.4256,2.4966,1.993,0.4839
E01020170,7.2945,4.0957,5.8951,3.6545,5.4392
E01020171,1.443,9.9078,9.6489,20.5179,3.8438
E01020172,3.0131,6.7263,6.1815,6.1815,6.8909
E01020173,0.8083,1.6289,1.0841,1.0841,1.6169
E01020174,1.8652,15.5648,9.8012,16.9946,15.5506
E01020175,3.3475,8.4559,8.0286,7.8605,7.8921
E01020176,1.7928,2.2251,2.9245,2.9245,2.0408
E01020177,1.4945,3.6838,1.9496,1.9496,2.5941
E01020178,3.0011,13.3004,2.6375,14.8051,13.2862
E01020179,4.3856,12.8909,14.5624,14.0588,13.0648
E01020180,0.4263,2.4851,0.6513,0.6513,2.1605
E01020181,2.3589,2.335,3.5646,3.3195,3.1049
E01020182,5.4233,6.3593,5.5284,0.014,6.0347
E01020183,1.3918,2.0879,1.4091,1.0129,1.4344
E01020184,1.3751,2.5704,1.7244,1.738,1.9221
E01020185,3.662,13.8693,2.1432,16.6337,13.8583
E01020186,2.611,15.6671,8.3291,17.6225,15.1828
E01020187,4.4391,5.3671,6.8849,7.9405,5.425
E01020188,4.617,13.4063,13.921,13.2188,12.9796
E01020189,1.3137,1.5169,3.2924,2.7888,1.6941
E01020190,4.8527,1.5331,1.5172,11.5421,8.6197
E01020191,8.6273,5.0844,5.0844,4.9866,7.081
E01020192,7.5303,5.5187,6.1067,3.8219,5.992
E01020193,10.5821,11.2676,11.532,9.8723,14.0892
E01020194,5.363,3.3434,4.2143,2.242,3.8167
E01020195,2.9476,2.3997,3.1039,3.1039,2.7707
E01020196,3.2456,0.4712,1.3095,1.3095,0.9465
E01020197,4.4886,5.395,4.8113,4.8113,3.9904
E01020198,4.8835,8.5352,1.7236,1.7236,1.9311
E01020199,3.4283,7.2798,2.2249,2.2249,2.2605
E01020200,4.3294,7.7572,7.7169,6.4226,1.7944
E01020201,2.736,6.9161,6.8191,5.7919,2.3315
E01020202,2.0557,5.4445,4.8618,4.4848,4.2547
E01020203,2.4072,2.8742,2.2283,2.2283,2.8742
E01020204,3.3578,7.5123,6.9195,6.2333,1.7763
E01020205,4.1916,7.1162,6.5334,6.4273,7.1162
E01020206,3.3173,1.3476,1.2648,1.2035,1.3476
E01020208,4.0773,2.5126,2.8351,1.7566,2.5596
E01020209,4.7077,3.1429,3.4654,2.3812,3.1899
E01020210,4.3583,2.8865,3.209,2.7135,2.9806
E01020211,1.06,3.5102,1.4412,3.6196,1.4108
E01020212,1.9269,3.746,1.3763,3.8554,1.3696
E01020213,3.5937,4.5501,3.3426,4.6595,3.3746
E01020214,1.7419,2.8662,2.8724,2.9756,2.0475
E01020215,3.6422,4.7157,4.8454,4.8251,4.0525
E01020216,3.0608,1.4802,1.8665,1.4867,1.5145
E01020217,1.7044,2.5177,2.7203,2.3177,2.7203
E01020218,2.2533,0.7755,1.0111,0.8723,0.0367
E01020219,2.6034,1.9005,2.0867,1.6602,2.066
E01020220,2.3293,10.3845,9.5244,1.7252,1.594
E01020221,3.747,11.467,10.6206,2.0258,1.8946
E01020222,2.8621,10.9173,10.0572,1.756,1.6248
E01020223,1.7639,6.6614,6.4069,3.1156,5.9422
E01020224,1.2325,0.783,0.783,0.7737,0.7737
E01020225,2.219,0.5954,1.0703,1.0409,0.7785
E01020226,2.7754,2.2426,2.3277,1.8891,2.2596
E01020227,1.0909,2.1396,2.2618,2.2618,2.2618
E01020228,0.913,0.8036,1.3605,1.3605,1.2777
E01020230,1.5272,0.9001,2.0839,1.9908,1.1316
E01020231,1.4594,1.7021,3.5776,2.7946,2.4816
E01020232,1.2266,1.5774,3.4953,3.4458,1.7939
E01020233,1.2895,3.5162,3.8826,2.8221,3.363
E01020234,1.5547,2.5142,2.9776,0.9388,2.561
E01020235,2.1737,1.8201,1.9921,1.5872,1.8645
E01020236,7.176,12.3015,11.7187,10.3488,7.5762
E01020237,8.3863,9.5012,8.9829,8.9673,9.38
E01020238,11.2692,8.7913,9.0096,1.7278,9.7564
E01020239,10.9149,9.0899,9.4669,3.0969,9.8052
E01020240,5.1315,2.3606,2.691,2.691,2.691
E01020241,5.9937,6.0574,5.5496,5.6114,6.2596
E01020242,4.8927,1.9327,2.2631,1.2336,2.2631
E01020243,8.0142,9.4271,8.7225,7.6408,8.6237
E01020244,1.1064,7.5331,7.9466,6.7887,3.6638
E01020245,1.9529,9.9982,10.4182,9.8751,5.2221
E01020246,2.7981,7.5859,5.2446,5.9917,5.4778
E01020247,4.9809,6.9432,1.1287,1.1287,1.1287
E01020248,7.1576,6.7311,3.331,3.2621,3.331
E01020249,3.7351,7.7269,2.1397,2.1397,2.1397
E01020250,2.9701,1.906,2.1043,2.1043,2.4971
E01020251,4.7472,4.8335,4.7871,4.7871,5.9698
E01020252,1.9218,2.0922,2.2963,2.2963,1.3158
E01020253,3.5386,2.363,2.4268,2.4268,3.3339
E01020254,2.8237,1.3039,1.4117,1.4117,2.4859
E01020255,1.8081,1.199,1.3297,1.3297,1.579
E01020256,2.5621,3.6142,3.6495,3.5219,4.6493
E01020257,2.9658,2.74,2.6936,2.6936,3.9339
E01020258,6.9544,2.5343,2.379,2.3573,1.5714
E01020259,5.6181,20.9307,21.3563,21.3563,20.7682
E01020260,0.5907,3.5194,3.4111,2.5869,0.7843
E01020261,1.3268,5.9,5.817,4.7102,3.2639
E01020262,11.3399,13.2214,10.7181,11.1019,11.2492
E01020263,16.6869,18.6796,11.357,11.318,18.0251
E01020264,1.1611,1.2545,1.1322,0.9594,1.0098
E01020265,3.2307,2.6149,3.3807,3.2531,2.6506
E01020266,2.1935,1.8209,2.1947,2.0321,1.8577
E01020267,1.4812,1.498,1.664,1.664,1.4739
E01020268,2.8257,2.5793,3.3166,3.2918,3.1003
E01020269,0.5936,0.3901,0.2866,0.2866,0.1659
E01020270,2.5919,3.3596,3.2814,2.2189,1.4188
E01020271,1.0299,1.9696,1.866,1.209,1.4123
E01020272,1.3854,2.9295,2.8259,1.2461,1.8001
E01020273,9.1589,16.7693,17.298,16.7529,16.1628
E01020274,10.9998,18.5057,17.3713,15.8959,16.3914
E01020275,0.3535,4.8417,4.8417,7.9168,4.8417
E01020276,1.8062,3.5665,3.5665,6.7286,3.5665
E01020277,1.0285,2.0005,1.3814,2.8633,1.3814
E01020278,4.5416,9.9002,9.995,9.7883,9.9775
E01020279,2.6793,3.5489,3.2452,4.4117,3.2452
E01020280,0.5885,0.6566,1.1845,1.0707,0.7569
E01020281,2.6989,2.8275,3.5451,2.8659,3.3993
E01020282,0.6187,0.7572,1.941,1.1084,1.3497
E01020283,4.7712,5.2093,4.4349,3.5099,4.0617
E01020284,1.6167,2.2052,1.8685,1.0312,1.8685
E01020285,3.4861,3.6101,2.9494,2.1108,2.9494
E01020286,11.8853,15.8096,16.6519,15.2978,14.801
E01020287,13.9171,17.455,15.6881,18.1098,18.3836
E01020288,7.7006,30.1746,17.9836,29.0979,26.7693
E01020289,10.1723,21.3443,9.8658,20.7794,20.2827
E01020290,5.6278,21.0409,19.422,20.5693,20.0725
E01020291,15.5641,32.7362,6.5078,31.324,31.1433
E01020292,9.2675,35.1969,2.1755,33.5267,31.8029
E01020293,10.5403,3.6479,3.3459,2.336,2.0751
E01020294,10.4097,0.6699,2.8013,1.1866,1.0388
E01020295,6.1761,15.2179,15.2179,14.1505,11.822
E01020296,4.2091,9.4289,10.02,10.1826,9.6405
E01020297,3.0316,1.7911,1.7911,4.9798,1.7911
E01020298,2.5115,1.7318,1.7318,4.7686,1.7318
E01020299,3.502,3.2719,3.2719,6.8544,2.6378
E01020300,1.5679,2.2566,2.8632,2.6841,2.7498
E01020301,13.6596,24.2229,14.7208,24.8472,24.6965
E01020302,15.46,12.9538,11.2531,11.1021,11.1699
E01020303,13.6875,17.1508,17.0936,14.9068,17.5014
E01020304,2.0305,1.4694,2.0879,2.2219,1.9502
E01020305,1.6104,1.1102,1.0835,1.2245,0.5268
E01020306,3.0688,2.1358,2.0787,1.2352,2.4865
E01020307,3.2181,2.3464,2.3074,1.4638,2.6971
E01020308,14.2722,15.8614,15.7889,11.1724,16.2121
E01020309,13.7726,20.661,18.2866,20.2653,20.0022
E01020311,5.9856,20.1618,25.321,20.0902,20.6763
E01020312,3.7771,16.1445,16.6715,15.8824,4.4262
E01020313,3.8407,14.9603,15.4873,14.0051,1.3501
E01020314,6.1634,19.6791,20.4642,20.8592,20.4642
E01020315,11.6258,9.5727,9.8297,15.3295,10.3838
E01020316,10.8568,7.5988,7.8712,14.1298,8.1783
E01020317,5.0145,5.7448,6.0317,15.1139,6.2691
E01020318,7.3404,1.3475,1.6468,9.7929,1.2565
E01020319,13.4298,16.6193,13.4545,15.1627,16.7226
E01020320,16.3143,16.0661,19.9105,19.2211,16.0661
E01020321,13.0368,24.017,19.1379,24.5346,23.5164
E01020323,11.037,14.8215,14.8215,14.8215,18.944
E01020324,6.5583,11.5373,12.0914,11.6711,11.3085
E01020325,9.0206,23.8441,24.376,23.165,22.7127
E01020326,12.9846,1.9136,14.0243,19.6698,1.9136
E01020327,11.4457,2.0987,2.7213,1.9998,2.8858
E01020328,10.8472,2.1625,2.0176,2.2229,2.1821
E01020329,9.8909,3.0136,2.9334,4.4083,2.9334
E01020330,10.0296,1.2258,0.8155,2.6169,0.8155
E01020331,7.1127,11.5631,11.9105,11.2224,11.0358
E01020332,0.8531,0.8447,2.033,1.2057,1.06
E01020333,2.5383,2.3964,2.7061,2.7041,2.7692
E01020334,1.4151,1.9868,2.4057,1.7358,2.383
E01020335,0.5814,2.3906,2.5186,1.544,2.5186
E01020336,4.183,6.1302,6.2979,5.2837,4.8894
E01020337,0.9307,2.3515,2.9056,2.4853,2.5164
E01020338,1.9078,3.8856,4.4126,3.0391,2.3092
E01020339,15.7175,15.6229,16.8286,15.6701,16.0014
E01020340,4.1327,14.0823,14.2897,13.4738,12.1238
E01020341,9.0417,6.3273,6.6502,11.1617,6.243
E01020342,9.4957,5.3495,5.6065,10.627,6.1606
E01020343,2.827,3.3674,3.6674,2.4021,2.4021
E01020344,1.4692,4.4896,4.7896,2.3865,2.3865
E01020345,1.7602,5.1621,5.4621,2.6004,2.6004
E01020346,2.0077,1.8878,1.1889,1.1054,1.8697
E01020347,3.5373,2.5695,2.5148,2.0146,1.3047
E01020348,2.97,2.6565,2.2136,1.6056,2.2519
E01020349,1.743,0.9041,1.3361,1.3361,1.1692
E01020350,2.1935,1.2199,1.3227,1.3227,1.2936
E01020351,1.8417,2.5561,2.7263,1.9781,2.7611
E01020352,1.8439,1.9184,1.9382,1.4455,1.9382
E01020353,2.309,2.2304,2.2502,1.7571,2.2502
E01020354,1.7718,3.4896,2.7907,2.6255,2.2593
E01020355,1.3935,3.7455,4.1941,3.3299,3.0813
E01020356,0.8612,4.141,3.4422,3.4422,1.7349
E01020357,4.5918,2.9117,3.6942,3.6942,3.5272
E01020358,3.7256,2.3992,3.1602,3.1602,2.9932
E01020359,1.1766,1.4296,1.55,0.6187,1.4904
E01020360,1.0428,1.6728,2.0161,1.2499,1.7072
E01020361,0.9992,1.6095,1.8586,0.8628,2.2238
E01020362,1.0917,2.5339,1.8351,1.8351,2.2118
E01020363,2.5587,1.9694,1.4916,1.5852,1.9694
E01020364,1.346,2.172,1.9353,1.7339,2.1872
E01020365,3.1831,7.1613,7.8721,7.2352,5.8009
E01020366,1.239,3.4264,3.5039,2.8393,3.5008
E01020367,1.1025,0.7756,1.811,1.1289,2.0454
E01020369,2.9031,2.3534,3.0027,2.4509,2.6829
E01020370,3.1506,2.6767,4.442,2.3284,2.6383
E01020371,3.5913,3.2753,3.7018,3.5548,3.6458
E01020372,3.3635,0.9411,3.7718,1.7556,2.0484
E01020373,6.3108,8.0157,7.9515,7.9515,7.2675
E01020374,4.9439,7.2998,7.2356,7.2356,6.5516
E01020375,7.4055,3.361,3.1429,2.6512,2.9976
E01020376,7.2217,2.7564,2.9591,2.5065,2.8137
E01020377,3.7749,6.2632,6.0488,5.0965,2.6203
E01020378,3.0363,5.6622,5.4478,4.4955,3.9703
E01020379,4.1066,6.4356,5.823,5.87,2.4617
E01020380,4.0983,3.751,3.3548,3.4411,3.6923
E01020381,3.1983,3.6632,3.4488,2.5719,3.1639
E01020382,6.3779,3.5166,6.6095,3.5166,3.5166
E01020383,7.4435,1.8288,4.9138,1.8288,1.8288
E01020384,5.6402,4.6508,6.1021,4.6508,4.6508
E01020385,4.0904,5.5115,6.1152,5.9595,5.7565
E01020386,4.1435,5.5566,6.1365,5.9771,5.9477
E01020387,7.0283,3.0584,4.3358,3.5891,3.3035
E01020388,8.4338,2.5816,7.3994,2.5816,2.5816
E01020389,10.2891,11.4607,8.1841,8.1841,11.5459
E01020390,6.37,1.9408,2.7668,2.1258,1.8672
E01020391,6.3249,0.6816,2.4576,1.7673,1.4951
E01020392,5.4556,0.9253,1.647,1.021,0.8688
E01020393,7.3296,4.0146,1.3048,0.8424,2.9467
E01020394,6.1613,2.946,1.2282,1.1952,1.9209
E01020395,4.5016,1.4899,1.7846,1.6592,1.4482
E01020396,7.1794,19.9969,18.2613,18.3796,20.0836
E01020397,15.4749,22.7567,5.4387,5.4387,23.1859
E01020398,7.1457,12.7543,12.0817,12.2647,11.8505
E01020400,2.473,3.9876,4.631,4.1008,1.5003
E01020401,4.2111,2.8203,3.1947,2.9601,2.3826
E01020402,3.179,3.2039,3.4375,3.4312,2.7358
E01020403,1.8733,7.0137,7.0965,5.618,5.3641
E01020404,3.5502,5.6736,5.7939,2.6503,2.7417
E01020405,3.9519,5.8025,5.6491,2.111,3.5628
E01020406,4.1072,6.1531,5.5245,2.4994,2.5499
E01020407,1.5832,4.5781,4.3637,3.4113,4.3497
E01020408,6.9904,7.2966,7.08,3.3085,6.6684
E01020409,2.3253,12.8566,13.5024,13.176,1.8678
E01020410,2.5947,12.5123,13.0981,12.4231,6.9568
E01020411,11.4006,5.6786,6.0702,1.6918,5.6786
E01020412,8.103,2.2715,4.2643,2.0547,2.2715
E01020413,10.2094,1.8767,1.9599,1.9599,2.2078
E01020414,9.2745,1.1306,1.236,1.1211,1.2751
E01020415,9.9944,2.8424,2.9545,2.7817,2.4803
E01020416,8.4573,2.3156,2.8413,2.2193,1.9622
E01020417,8.1675,2.2265,3.3853,1.9295,2.2634
E01020418,7.0144,2.0331,2.8434,0.9786,2.7397
E01020419,5.3277,4.0574,4.8501,2.8007,4.082
E01020420,8.1142,1.4734,1.9652,1.5897,2.4825
E01020421,8.9395,1.9574,1.7967,2.7025,1.7967
E01020422,7.2992,1.2038,1.0423,4.0059,1.0423
E01020423,7.3239,2.1737,1.965,4.4643,1.965
E01020424,6.0989,3.3157,3.107,3.4137,2.7439
E01020425,5.5589,3.5654,2.7623,2.8737,2.3175
E01020426,2.268,1.5192,1.2275,1.1203,1.4623
E01020427,1.8602,2.2707,2.0563,1.12,2.0563
E01020428,1.5267,0.104,0.558,0.4854,0.558
E01020429,0.715,1.2656,1.2057,1.2057,1.2057
E01020430,14.8157,17.7588,11.6428,12.6666,17.0702
E01020431,5.4128,28.5331,7.916,26.6092,27.8506
E01020432,16.5978,10.7613,10.0028,19.2596,21.6381
E01020433,3.7742,7.9298,13.7887,12.0978,7.53
E01020434,4.1393,1.3022,13.6175,12.6541,1.1568
E01020435,2.9045,2.0995,2.0968,0.9296,2.3337
E01020436,4.3487,4.1622,4.4121,2.8939,4.5138
E01020437,2.3778,1.9555,3.02,1.8581,2.3177
E01020438,0.787,0.7395,1.1791,0.7029,0.4228
E01020439,2.3692,1.4486,2.2138,1.2201,2.1023
E01020440,6.8883,11.2333,6.8152,6.4378,10.9812
E01020441,12.9328,15.7813,13.2646,15.8024,15.7871
E01020442,7.445,7.9726,9.1643,6.7689,8.2009
E01020443,1.8147,1.0841,0.9741,1.5059,0.8458
E01020444,2.0537,5.8031,10.6219,10.1207,10.0227
E01020445,2.203,15.1122,15.6992,14.7997,15.1691
E01020446,3.3292,6.714,13.4904,13.3795,12.948
E01020447,3.8355,1.9615,3.3006,1.7022,1.9383
E01020448,14.8776,20.4972,21.3974,21.2865,20.7771
E01020449,3.3247,9.0457,8.9367,7.8755,3.2481
E01020450,4.939,1.77,4.4375,1.77,1.77
E01020452,1.6494,3.7206,4.0428,3.3841,3.4668
E01020453,0.9497,9.5571,10.7488,9.5311,8.1943
E01020454,5.983,1.2121,6.6326,1.8484,1.6764
E01020456,6.7637,1.6135,8.0869,3.2938,3.1307
