LSOA21CD,ah4dent,ah4gp,ah4hosp,ah4phar,ah4leis,ah4h
E01000411,1.7116,1.4813,3.7274,1.539,3.3329,-0.0943
E01000412,1.987,2.3491,4.0551,1.987,3.5321,0.2016
E01000413,1.3802,2.3099,2.8698,1.1542,3.2255,-0.1834
E01000414,0.8625,1.1485,1.5545,0.8567,1.1178,-1.0925
E01000415,1.4466,1.4484,2.9484,1.4066,2.4839,-0.3042
E01000416,1.4497,1.4497,1.4497,2.0062,3.8082,-0.2564
E01000417,2.0068,1.6181,2.2533,2.0276,3.4631,-0.0237
E01000418,2.3382,2.2696,2.906,1.6853,4.2001,0.164
E01000419,1.7422,2.1885,1.9821,1.3519,4.0837,-0.105
E01000420,2.8616,1.9287,2.4642,1.8133,4.6969,0.1802
E01000421,3.0659,1.6154,1.6154,1.5087,4.4448,-0.0394
E01000422,1.3003,1.3003,1.3003,1.2027,3.74,-0.5385
E01000423,1.3563,1.1787,3.7756,1.2746,0.9884,-0.6205
E01000424,1.2522,1.0682,1.9274,1.0385,1.1636,-0.8563
E01000425,2.1482,1.9852,3.2863,1.426,1.2048,-0.2516
E01000426,2.1929,2.1617,2.7441,0.9194,0.9337,-0.4814
E01000427,1.8601,2.0788,2.105,1.3651,1.2199,-0.3902
E01000428,1.4241,1.4486,1.6781,1.3574,1.2177,-0.6434
E01000429,2.1686,1.5352,1.5352,2.21,1.2731,-0.3557
E01000430,2.895,1.9974,2.2615,2.2252,1.9994,0.0228
E01000431,0.6125,1.4319,1.4319,1.4393,1.1698,-0.967
E01000433,0.9195,1.7122,2.0263,1.2133,1.7642,-0.622
E01000434,3.0047,1.21,3.4666,1.3593,3.2464,-0.0715
E01000435,1.8679,1.9863,2.2896,1.2473,2.4798,-0.232
E01000436,2.9766,1.6719,2.6536,1.0078,4.2433,-0.062
E01000437,2.3835,2.7559,3.0651,2.007,4.3179,0.2967
E01000438,0.91,1.2571,1.4235,1.0004,2.311,-0.8256
E01000439,0.7836,1.0128,1.2284,0.667,1.8496,-1.213
E01000440,2.0677,2.7348,3.0837,1.9228,4.2447,0.2391
E01000441,1.5728,2.3738,2.5576,1.528,3.2128,-0.0649
E01000442,3.0495,2.4642,2.773,1.6232,4.2326,0.2339
E01000443,3.0268,3.3439,2.0216,1.1416,2.9637,0.0265
E01000444,1.7504,2.2175,2.3032,2.3376,2.5636,-0.0006
E01000445,2.8173,2.4244,1.9092,1.2373,2.4261,-0.1178
E01000446,2.515,3.1735,1.8347,1.7318,3.1543,0.0997
E01000447,0.6058,0.6058,3.2766,0.3876,0.3876,-1.8674
E01000448,1.9251,1.5089,2.4009,1.418,1.4893,-0.3806
E01000449,1.1197,0.8402,3.3601,1.0688,1.14,-0.8475
E01000450,0.8487,2.646,1.1176,1.7234,3.8625,-0.3778
E01000451,1.779,2.7919,2.0824,1.9229,3.6311,0.0746
E01000452,1.8033,2.7624,2.5768,1.0302,3.628,-0.0874
E01000453,1.5426,1.9502,1.899,1.2089,2.7508,-0.325
E01000454,0.9465,1.4367,1.3855,1.4056,2.2446,-0.6633
E01000455,1.1011,1.1136,1.0625,1.1136,1.8965,-0.9135
E01000456,1.6535,1.8775,1.8263,1.4178,2.4907,-0.298
E01000457,0.7396,0.8546,0.9691,0.7827,0.7255,-1.5688
E01000458,1.4549,1.4549,1.4978,1.778,1.817,-0.4761
E01000459,0.5592,0.8948,1.0344,0.7812,0.8157,-1.5967
E01000460,1.619,1.9063,2.408,1.9499,1.59,-0.2355
E01000461,2.2184,2.7188,2.5956,1.9816,2.0667,0.0457
E01000462,0.4986,1.0116,1.9715,0.9917,0.3351,-1.5587
E01000463,1.4302,1.2345,3.3768,1.5152,1.8999,-0.3802
E01000464,2.3198,2.3198,2.3198,1.5439,4.0968,0.0803
E01000465,2.1587,2.1587,2.1587,1.3404,3.5381,-0.0616
E01000466,2.0872,2.0872,2.0872,1.4358,3.8629,-0.044
E01000467,3.5446,4.0157,4.0157,3.8752,3.2657,0.6373
E01000468,4.1055,4.4017,4.4017,4.4361,3.8266,0.7619
E01000469,3.3838,3.5914,3.5914,3.7144,3.1049,0.562
E01000470,0.8116,0.8116,0.8116,1.2459,3.123,-1.0607
E01000471,1.5998,1.3534,3.6789,1.6996,2.0292,-0.2439
E01000472,1.2363,0.775,2.8709,1.2252,1.2252,-0.8146
E01000473,1.4192,0.7286,2.5723,0.6896,0.9161,-1.1158
E01000474,1.1503,0.928,2.1024,0.8774,1.4286,-0.9233
E01000475,1.4012,1.2854,2.4132,1.4247,1.4254,-0.5373
E01000476,2.2152,1.4837,3.2912,1.3187,1.5428,-0.2963
E01000477,2.2622,2.0678,3.1823,1.6591,2.0432,-0.0447
E01000478,1.6828,1.0127,3.0937,1.3445,1.376,-0.5413
E01000479,1.8724,1.6417,2.053,1.5312,1.8035,-0.3272
E01000480,0.6953,1.5463,1.5463,1.5448,2.2071,-0.6853
E01000481,1.2081,1.1057,1.1057,1.0469,1.7532,-0.9169
E01000483,2.3088,0.8749,1.8896,2.0195,1.1082,-0.5415
E01000484,1.672,1.7458,1.845,2.1637,2.8393,-0.1389
E01000485,1.1505,0.7123,0.8312,1.7913,2.2628,-0.9509
E01000486,1.6052,1.4435,2.511,1.7663,3.5412,-0.139
E01000487,0.8568,1.1812,1.7018,1.1601,3.2615,-0.6705
E01000488,1.0995,1.2634,1.1038,1.0951,1.463,-0.9306
E01000489,1.6354,1.5754,1.4777,1.2557,1.2498,-0.6335
E01000490,1.1179,1.4785,1.4785,0.944,1.7279,-0.7904
E01000491,2.0799,2.2156,2.1048,1.7919,1.4256,-0.2071
E01000492,1.5019,1.4916,1.0028,1.0365,1.4172,-0.8372
E01000493,1.6448,1.7565,1.4451,1.7195,2.0617,-0.3696
E01000494,1.6596,1.6501,1.7998,1.3246,1.3115,-0.5277
E01000495,1.3785,1.6801,1.8414,1.2202,1.7026,-0.5349
E01000497,1.7871,1.6008,2.4485,1.4829,1.2854,-0.4019
E01000498,2.453,2.4214,2.8902,1.753,2.8027,0.105
E01000499,2.2777,1.9296,2.9753,1.0783,2.2743,-0.1982
E01000501,1.9788,1.7539,2.9601,1.5779,2.1122,-0.1537
E01000502,1.4176,1.8939,2.7928,2.0992,3.1733,-0.0418
E01000503,2.023,1.8446,3.1414,1.6106,1.7698,-0.1602
E01000504,1.2241,1.2622,1.4548,1.0092,1.5109,-0.8285
E01000505,0.9057,1.8571,1.702,1.5013,1.4733,-0.6214
E01000506,1.334,1.5525,1.025,1.3853,2.9589,-0.5619
E01000507,1.3064,2.4448,1.5799,1.3347,2.2671,-0.3784
E01000508,0.7538,1.1626,0.7036,0.9203,3.034,-1.1236
E01000509,1.9903,1.3441,2.0724,1.1459,2.1832,-0.4239
E01000510,1.5945,1.1919,1.874,0.4652,1.9981,-0.9141
E01000511,0.8889,1.0503,1.283,1.1653,2.5894,-0.8449
E01000512,1.6458,2.0631,1.3472,1.2361,2.6814,-0.3869
E01000513,1.255,1.3873,1.435,0.9961,1.0574,-0.8907
E01000514,1.6212,1.0862,1.7056,1.52,1.9219,-0.5441
E01000515,1.8624,1.6143,1.9169,1.7156,1.98,-0.2897
E01000516,0.9585,0.8529,1.592,1.0582,0.9761,-1.1167
E01000517,0.6984,0.7557,1.5268,1.2291,1.2427,-1.1712
E01000518,2.0695,1.8765,2.2935,1.9879,2.3051,-0.08
E01000519,1.5721,1.5721,2.9694,1.5854,2.8042,-0.1774
E01000520,2.277,1.5108,1.4389,1.8397,2.6229,-0.239
E01000521,0.5116,0.7074,0.6609,0.4363,2.2716,-1.8328
E01000522,1.3886,1.5802,1.1746,1.2446,3.1856,-0.5171
E01000523,1.0017,1.0044,1.0658,0.7159,2.7964,-1.0434
E01000524,0.8291,0.986,0.7571,0.7039,2.9649,-1.2284
E01000525,0.1454,1.3103,0.3633,0.72,3.416,-1.6979
E01000526,0.7674,0.6705,0.7729,0.8896,2.9355,-1.3138
E01000527,0.9533,1.1527,0.8289,0.893,2.967,-0.9998
E01000528,0.5351,0.819,0.5868,0.8087,2.6417,-1.539
E01000530,1.7593,0.9367,1.7324,1.818,2.1238,-0.4863
E01000531,1.9272,1.1277,2.2508,1.9224,1.8851,-0.3337
E01000532,1.3365,1.5763,2.3907,1.355,1.32,-0.523
E01000533,0.9278,1.3594,0.9542,0.7479,2.8128,-0.9843
E01000534,1.6681,1.0581,1.3902,1.3713,2.5198,-0.5716
E01000535,1.0952,1.0175,1.1216,0.9258,2.7745,-0.899
E01000536,0.5093,0.7601,2.307,0.7547,2.0003,-1.2377
E01000538,1.6097,2.1296,2.4047,2.0093,2.2923,-0.1013
E01000539,1.0518,1.3151,1.3151,1.6877,2.7478,-0.5584
E01000540,1.5332,1.7589,2.3164,1.8262,2.795,-0.16
E01000541,0.6203,1.0015,1.0419,0.735,0.8959,-1.5103
E01000543,0.6145,1.0962,0.859,1.1042,1.0577,-1.351
E01000544,0.7119,1.7127,0.8103,0.8841,1.6063,-1.1423
E01000545,0.4847,0.7321,0.7321,0.5179,1.6233,-1.8324
E01000546,0.9857,1.1763,1.1763,0.3513,1.4151,-1.3636
E01000547,0.899,1.2097,1.1949,0.596,1.6699,-1.181
E01000548,0.5771,1.3877,0.6581,0.6718,1.008,-1.5923
E01000549,1.07,1.2411,0.9975,0.989,1.2688,-1.0525
E01000550,0.8894,1.8298,1.2982,0.3615,0.8894,-1.3337
E01000551,1.0171,0.9498,1.1135,0.9198,0.9409,-1.2333
E01000552,1.0917,1.4457,0.8782,1.0162,1.3286,-1.0169
E01000553,1.0889,1.095,1.8329,0.8861,0.8078,-1.0656
E01000554,1.7101,1.6,1.8238,1.4952,1.1524,-0.5154
E01000555,1.3056,1.4413,1.3401,1.6145,1.6271,-0.6058
E01000556,0.4034,0.5456,1.3465,0.5782,0.979,-1.8736
E01000557,0.8345,0.6047,1.655,0.939,1.2767,-1.2663
E01000558,0.9422,0.9848,0.815,0.9335,0.9422,-1.3484
E01000559,1.2374,0.6785,1.4105,0.5855,1.087,-1.3636
E01000560,1.5101,0.7475,1.3417,0.9959,1.3005,-1.0268
E01000561,0.9922,1.0672,1.1552,1.1077,1.4651,-1.0025
E01000562,1.3343,1.4573,1.6027,1.2678,2.3949,-0.526
E01000563,1.1336,1.8586,2.0041,1.0573,2.4867,-0.4928
E01000564,2.5525,2.4879,3.0937,0.893,2.9784,-0.0858
E01000565,1.0955,1.7559,1.7559,0.7115,1.7559,-0.7967
E01000566,2.0754,2.7217,2.8544,1.5544,2.9263,0.0603
E01000567,1.2064,1.4169,1.5624,1.079,1.9209,-0.6868
E01000568,1.1005,1.0397,2.3306,1.2327,2.2463,-0.6302
E01000569,2.1024,2.7584,2.9039,2.0707,3.4369,0.2074
E01000570,1.8342,1.919,2.3069,1.1654,1.7943,-0.3534
E01000571,1.1226,1.7067,1.7632,1.3351,2.0115,-0.5297
E01000572,1.1813,2.2676,2.9744,1.1813,3.5045,-0.1986
E01000573,0.9788,1.4649,2.2569,0.7194,3.6479,-0.6282
E01000574,0.6212,2.6802,3.4721,0.6212,4.1136,-0.548
E01000575,1.2822,0.8911,2.2731,0.9489,2.7456,-0.6867
E01000576,1.2902,0.7542,1.9455,0.9438,2.2917,-0.8408
E01000577,1.921,2.431,3.3561,0.9332,3.4787,-0.0987
E01000578,1.3451,1.0395,1.3676,0.8605,1.6236,-0.9304
E01000579,1.6732,1.9378,1.9454,2.0388,0.846,-0.4267
E01000580,1.3714,1.333,1.333,0.9945,0.5902,-1.0697
E01000581,0.7676,2.168,1.1909,1.4472,1.617,-0.732
E01000582,1.0069,1.8613,1.6541,1.1511,1.0621,-0.771
E01000583,0.9863,0.6551,0.75,0.6978,0.8985,-1.6488
E01000584,1.0988,2.1372,1.9089,1.6261,1.6261,-0.4343
E01000585,0.9498,2.0393,2.1222,0.6983,0.6983,-1.0022
E01000586,1.0176,1.6254,1.6326,1.3892,0.4492,-0.9991
E01000587,1.883,1.0284,1.8926,1.4621,1.3277,-0.6
E01000589,1.1701,1.794,1.5422,1.0008,1.7502,-0.6774
E01000590,2.3125,1.0733,1.448,1.256,1.874,-0.5691
E01000591,0.6218,0.8593,1.2299,0.7115,0.9508,-1.506
E01000592,1.0823,1.1135,1.4655,0.9645,0.8867,-1.0647
E01000593,1.2906,1.1558,2.2852,1.4159,2.1036,-0.5165
E01000594,0.8594,1.5638,2.1936,1.3048,2.3657,-0.5521
E01000595,1.0626,1.2004,1.0367,1.5361,2.8029,-0.6933
E01000596,1.1395,1.1395,2.2344,2.0643,2.3741,-0.4073
E01000599,0.9795,1.2784,1.2257,0.6348,1.7096,-1.0962
E01000601,2.1802,2.1802,2.0682,1.3249,3.0325,-0.111
E01000602,2.1841,2.1841,2.2339,2.233,2.7437,0.0561
E01000603,1.4013,1.4013,2.0557,2.0548,2.441,-0.2882
E01000604,2.2553,2.4232,2.7153,2.2155,2.4518,0.1072
E01000605,1.0461,1.1868,1.7721,0.9503,0.8102,-1.0303
E01000606,1.2509,1.2381,1.1119,1.156,1.8946,-0.8102
E01000607,1.1563,1.9353,2.0474,1.6847,2.05,-0.3577
E01000608,0.6502,1.3521,1.3521,0.8376,1.3606,-1.1396
E01000609,0.9925,1.7555,1.6544,1.0575,1.8553,-0.6795
E01000610,1.074,1.5469,1.6676,1.454,1.8498,-0.5825
E01000611,1.3201,1.7886,2.0743,1.0895,2.2612,-0.463
E01000612,0.7266,0.7266,0.7266,0.7266,1.8844,-1.5194
E01000613,2.0359,2.4158,2.6231,0.8229,2.7333,-0.2458
E01000615,2.0236,1.8161,1.2107,1.8022,1.7945,-0.3765
E01000616,1.2284,1.7608,1.2363,1.0684,1.1946,-0.8093
E01000617,1.1313,1.1073,1.21,0.9804,1.3618,-0.9948
E01000618,1.313,0.8451,1.2498,1.295,1.7169,-0.8818
E01000619,1.372,1.1266,0.8764,1.3568,1.7788,-0.8576
E01000620,1.0347,0.7847,1.6376,0.8399,1.2853,-1.1338
E01000621,0.5981,0.6878,1.2217,0.5759,0.9301,-1.7029
E01000622,2.5719,1.6559,2.7876,1.7427,1.3593,-0.1906
E01000623,1.2173,1.2173,2.8643,0.9445,1.8325,-0.6438
E01000624,1.3987,1.3987,3.0434,1.3058,2.6569,-0.3287
E01000625,1.8561,1.3524,2.3634,1.5661,0.97,-0.5097
E01000626,2.4939,1.637,2.659,1.5874,1.2758,-0.2609
E01000627,2.002,1.6933,2.1133,1.1372,1.4814,-0.4441
E01000628,1.5316,1.5534,1.378,1.3331,2.2923,-0.5024
E01000629,1.0062,1.0062,3.1214,1.0062,2.4449,-0.6551
E01000630,0.8677,0.8146,1.2438,1.0026,0.5727,-1.4236
E01000631,0.9254,1.2036,1.014,1.2176,1.5233,-0.983
E01000632,1.0619,0.7217,1.934,0.6549,1.0896,-1.2518
E01000633,0.5901,0.7423,1.2632,0.8673,1.1326,-1.4543
E01000634,0.973,0.7198,1.4087,1.0943,1.1562,-1.1617
E01000636,0.6391,1.3402,0.6079,0.6713,0.7954,-1.6619
E01000637,0.878,1.0963,0.9416,0.9379,1.3416,-1.187
E01000638,0.8626,1.1092,1.0866,0.61,1.9729,-1.2056
E01000639,0.8027,1.1212,0.9836,0.7041,0.9157,-1.4046
E01000640,0.4677,0.6371,0.739,0.4099,1.5008,-1.9784
E01000641,0.9397,1.0238,1.0529,0.7356,1.8137,-1.1667
E01000642,0.8836,0.9463,0.8762,0.5158,0.5528,-1.746
E01000643,1.097,1.1171,0.8189,1.0512,1.9179,-1.0233
E01000644,0.735,0.8678,0.7132,0.7729,1.3182,-1.5173
E01000645,3.1927,3.4738,3.3819,1.9,4.0064,0.4146
E01000646,1.9003,1.3984,1.8776,1.4386,2.0894,-0.3835
E01000647,2.1765,1.8229,2.1403,1.1057,2.431,-0.2788
E01000648,2.5939,2.2275,2.2573,1.4493,2.5089,-0.0544
E01000649,3.6242,4.247,1.5926,2.5433,3.5725,0.3694
E01000650,2.9155,3.9832,1.9722,2.8841,2.5167,0.3043
E01000651,2.125,2.8894,2.4515,2.1315,1.3812,-0.0422
E01000652,1.757,3.8356,2.1878,1.757,3.0526,0.0883
E01000653,3.3501,3.1755,2.1799,2.6243,3.8028,0.3924
E01000654,1.001,2.2807,2.4365,2.1426,2.2672,-0.2079
E01000655,1.6075,2.7964,3.2578,2.7601,3.0885,0.2107
E01000656,2.5264,1.4331,2.5426,1.6382,2.4745,-0.1293
E01000657,1.0808,1.0808,1.0808,1.8988,1.2486,-0.8486
E01000658,1.9839,2.1637,2.1637,2.9831,2.3329,0.055
E01000659,2.2281,1.4252,2.6421,1.6041,2.4729,-0.1636
E01000661,2.0112,1.6516,0.9582,2.0493,2.3996,-0.3689
E01000662,1.3691,2.8499,1.4579,1.3691,2.7015,-0.289
E01000663,2.594,2.8132,3.2457,2.4286,2.3386,0.2374
E01000664,1.7761,1.9407,3.4407,3.4508,3.7428,0.2474
E01000665,1.0967,1.435,2.718,3.4232,3.7152,-0.0429
E01000666,3.2054,3.868,3.8579,4.4928,5.5116,0.7392
E01000667,1.6538,2.6637,2.4276,3.9255,5.2681,0.3434
E01000668,0.9364,1.4081,1.0972,0.9429,0.7915,-1.1664
E01000669,0.6076,1.7249,0.8977,0.614,0.9194,-1.4487
E01000670,0.9838,1.3122,1.5487,1.0075,1.0761,-0.952
E01000671,1.2932,0.62,0.62,1.5663,1.1395,-1.3007
E01000672,1.8617,1.3929,1.6685,1.7053,2.4872,-0.3183
E01000673,1.7893,1.8988,2.2435,2.6133,2.5984,-0.0119
E01000674,1.0373,0.6809,1.3554,1.6279,1.6419,-0.9484
E01000676,0.5202,0.9117,0.4712,0.7541,0.8128,-1.9214
E01000677,0.8823,1.0165,1.1517,1.1443,0.9721,-1.1547
E01000678,1.0875,0.9397,0.989,1.6342,1.0094,-1.0328
E01000679,1.3687,1.2999,1.2999,1.5113,1.1742,-0.7412
E01000680,5.5351,4.1472,5.0426,5.5351,7.7592,0.9855
E01000681,2.2172,2.7381,1.9798,2.1179,2.8309,0.0853
E01000682,2.0022,2.0022,2.1355,0.9942,3.6214,-0.2077
E01000683,2.0639,1.4556,1.4556,1.8272,2.7564,-0.2636
E01000684,1.8887,1.1441,2.4212,1.5706,3.9071,-0.1956
E01000685,1.6488,1.307,3.2292,1.6488,4.0736,-0.1011
E01000686,1.4801,1.4801,2.4165,1.1361,3.9024,-0.2925
E01000687,1.2265,1.2265,3.0582,1.2265,4.5441,-0.3012
E01000688,1.8483,1.4728,3.9354,1.8483,5.4213,0.1046
E01000689,2.9912,3.0666,2.9849,2.6935,2.6623,0.3443
E01000690,1.1536,1.2572,1.6032,1.4784,1.1169,-0.7614
E01000691,1.137,1.2918,1.8004,1.6756,1.4423,-0.6166
E01000692,0.6666,1.1143,0.8695,0.972,0.6127,-1.5149
E01000693,2.8853,2.9606,2.4369,2.6515,2.6138,0.2707
E01000694,1.288,3.1051,3.7753,3.821,4.2326,0.3471
E01000695,2.1937,3.0889,3.2336,3.0598,3.0776,0.3498
E01000696,2.6245,2.6629,2.0507,2.2196,2.2586,0.0862
E01000697,2.9384,3.4655,2.6429,1.3669,3.0612,0.1647
E01000698,3.4259,4.0299,3.9811,3.8341,4.0087,0.6774
E01000699,1.5274,1.1594,1.8263,1.0301,0.7376,-0.9119
E01000700,1.3678,2.3228,1.2918,2.233,1.5084,-0.374
E01000701,1.7317,1.461,1.7814,1.4991,0.8441,-0.6304
E01000702,0.8032,1.9092,0.896,1.8721,0.9087,-0.9154
E01000703,0.7274,1.1835,1.0164,1.0339,1.0636,-1.2211
E01000704,2.1046,1.7347,2.3007,1.4946,0.8717,-0.4449
E01000705,1.9867,1.8461,2.3824,1.4624,1.6462,-0.2759
E01000706,3.3262,1.7572,3.3445,1.8571,1.7915,0.0184
E01000707,1.2034,1.1044,1.2034,0.7748,1.337,-1.0733
E01000708,2.1223,0.7938,2.1223,0.6772,0.9614,-1.0019
E01000709,0.939,1.4426,1.2392,1.3396,1.1112,-0.8957
E01000710,1.9467,1.8588,2.1028,1.556,1.4085,-0.3289
E01000711,2.0457,1.9578,2.4411,1.78,1.78,-0.158
E01000712,2.0019,1.6123,1.8705,1.5419,1.7995,-0.3367
E01000713,2.1616,1.7282,1.9802,1.7607,2.2255,-0.1792
E01000714,0.5517,0.7748,1.0131,0.534,0.5284,-1.9488
E01000715,1.3766,0.9018,1.1599,0.8309,1.5887,-1.0486
E01000716,1.9213,1.3177,1.4305,1.2992,2.1662,-0.5034
E01000717,1.6148,1.4597,1.4597,1.835,2.592,-0.3485
E01000718,2.5251,2.4419,2.1306,2.1656,1.9173,0.0113
E01000719,2.1507,2.0534,2.0743,1.0352,1.436,-0.4115
E01000720,3.4918,3.786,3.5288,3.231,3.2962,0.5657
E01000721,1.9822,1.9822,1.9822,1.5289,1.6077,-0.2923
E01000722,1.9755,0.9532,1.6309,0.9781,1.1517,-0.8316
E01000723,2.7385,2.003,2.0332,2.7491,3.1585,0.1631
E01000724,1.5154,1.5154,1.5154,1.8049,1.1472,-0.5578
E01000725,0.9981,0.9981,0.8618,0.8445,1.1169,-1.2959
E01000726,1.6547,1.2686,1.2686,1.6653,1.8799,-0.5487
E01000727,1.0169,1.2587,0.7637,0.9429,1.0877,-1.217
E01000728,3.2616,3.2055,2.5226,1.8139,1.7536,0.1116
E01000729,1.0987,1.2533,1.2533,1.0987,1.0987,-0.9628
E01000730,2.3279,1.921,1.8949,2.2373,2.0517,-0.0853
E01000731,2.5789,2.6308,2.6308,2.5604,2.5604,0.2125
E01000732,2.2827,1.8269,1.8269,2.0416,2.5223,-0.0886
E01000733,2.4739,1.2546,1.3336,1.2546,1.6104,-0.5599
E01000734,2.4878,1.4483,1.7003,1.7757,2.4647,-0.208
E01000735,2.0826,2.4723,2.4295,2.0791,2.0826,0.0032
E01000736,1.0154,2.0994,1.9035,1.6192,1.6192,-0.4679
E01000737,1.1604,1.8064,1.6473,1.4411,1.4411,-0.5785
E01000738,1.6322,1.164,0.9473,1.6322,1.601,-0.729
E01000739,1.4935,1.1098,1.025,1.4935,1.4935,-0.793
E01000741,1.3089,2.0186,1.5594,0.8396,1.2479,-0.7575
E01000742,1.5894,1.7458,1.3278,1.8738,1.013,-0.5606
E01000743,0.6419,0.9863,0.6635,0.9863,0.6635,-1.6461
E01000744,1.7669,1.8398,2.1421,1.468,1.9297,-0.296
E01000745,1.5212,1.325,1.325,2.0073,1.5547,-0.5312
E01000746,0.7679,1.6206,1.223,1.1069,0.6912,-1.1358
E01000747,6.4369,6.5405,6.7599,6.3075,6.3402,1.1219
E01000748,4.9244,5.753,5.804,6.2485,5.0461,0.9917
E01000749,7.4756,6.0036,8.3392,5.9421,8.5049,1.2035
E01000750,2.6041,1.1572,2.2343,3.4411,6.1158,0.1946
E01000751,1.6425,0.9648,1.4696,2.7149,5.6128,-0.1878
E01000752,2.5389,0.955,3.1265,0.8059,5.7721,-0.2848
E01000753,1.922,2.1448,2.4918,3.0399,3.8586,0.2125
E01000754,1.2961,2.8206,1.9809,0.8641,3.1737,-0.3482
E01000755,1.57,3.2395,2.2698,1.5298,3.4625,0.0098
E01000756,1.4843,1.7523,1.981,3.6572,5.1167,0.121
E01000757,1.5638,2.6268,2.0881,2.6924,3.3737,0.1019
E01000758,1.7207,2.7762,1.6039,2.3608,2.6844,-0.024
E01000759,4.1186,3.0454,3.2023,2.076,4.3129,0.472
E01000760,3.681,1.9288,1.9288,1.4317,3.572,0.0351
E01000761,3.6965,2.3476,2.3476,1.104,3.7509,0.0654
E01000762,1.8934,2.3791,2.3791,1.8577,1.1574,-0.2243
E01000763,1.8634,1.949,3.0633,2.1534,1.8431,-0.0676
E01000764,1.782,1.965,3.2619,1.8859,2.0417,-0.0823
E01000765,1.3227,1.0457,4.0386,1.4608,2.3723,-0.3871
E01000766,1.5594,1.3317,3.626,1.5594,2.3223,-0.2537
E01000767,1.0412,0.8543,3.9598,1.0412,1.8448,-0.7241
E01000768,1.9514,1.7337,2.7981,1.5767,2.546,-0.1248
E01000769,3.2135,2.3281,3.6785,2.446,2.1765,0.2436
E01000770,1.113,1.238,1.3824,1.0873,1.4328,-0.8666
E01000771,1.4578,1.3206,1.6103,0.8693,1.1275,-0.8598
E01000772,1.7354,1.3846,1.6428,1.0885,2.1574,-0.5395
E01000773,2.8297,2.381,2.8297,1.6133,0.9935,-0.163
E01000774,2.1316,0.969,2.1316,0.6994,0.8822,-0.9326
E01000775,3.3969,3.2186,3.7678,2.3747,3.2704,0.4492
E01000777,3.1837,2.4376,3.341,1.3056,0.8113,-0.2254
E01000778,3.506,1.9044,3.506,1.2463,1.1593,-0.1833
E01000779,2.0404,2.6203,2.4743,1.0013,2.1397,-0.226
E01000780,1.5118,1.5278,1.8286,1.4142,2.0413,-0.4398
E01000781,1.3295,1.2561,1.8199,1.8771,1.9435,-0.4626
E01000782,0.8286,0.8447,0.9073,2.3951,2.8326,-0.8082
E01000783,0.9819,0.8619,1.5159,2.1782,2.3109,-0.6536
E01000784,1.6322,1.8602,2.2809,2.1047,2.1602,-0.1523
E01000785,0.9667,0.957,1.0388,2.5696,2.7068,-0.6517
E01000786,2.0347,2.0347,2.8223,2.0347,3.2594,0.0869
E01000787,1.467,1.4494,1.4942,1.4724,1.8877,-0.5295
E01000788,0.9733,1.102,0.8575,1.1237,1.0787,-1.1743
E01000789,1.0144,1.0144,2.0812,1.0144,2.4747,-0.7358
E01000790,1.0132,1.0219,1.2388,0.3371,1.2736,-1.4243
E01000791,1.311,1.1498,1.3328,1.3708,1.792,-0.7159
E01000792,0.8221,0.8221,2.2575,0.8221,2.6781,-0.925
E01000793,1.8188,2.1103,2.376,1.9731,2.3986,-0.0649
E01000794,1.5145,2.023,1.7483,1.989,2.1272,-0.2409
E01000795,2.3531,2.5167,2.8871,2.623,3.2335,0.2639
E01000796,1.3404,0.6648,0.6648,0.9712,1.2913,-1.375
E01000797,1.1646,2.1736,1.6747,2.0226,1.6321,-0.3738
E01000798,1.1294,0.9573,1.2999,1.0618,1.3211,-1.0017
E01000799,0.9409,1.6568,1.6568,0.9593,1.2049,-0.8605
E01000800,1.0701,0.5142,0.8923,0.7484,1.1296,-1.5641
E01000801,1.3218,0.7953,1.5187,0.8932,0.947,-1.1311
E01000802,1.304,1.7567,1.7567,1.5313,1.2009,-0.5588
E01000803,1.5452,2.5904,2.0609,1.4048,1.4271,-0.3379
E01000804,2.2587,2.6273,2.616,1.9213,2.4462,0.0766
E01000805,0.8883,2.0002,2.0558,1.3719,1.477,-0.5846
E01000806,0.7792,1.3412,1.3412,1.1106,0.8024,-1.1149
E01000807,0.696,1.0606,1.0606,0.7469,2.4717,-1.1682
E01000808,1.4782,1.5974,1.5974,2.3005,2.7554,-0.2314
E01000809,1.7768,2.3786,2.7106,1.5094,1.481,-0.2204
E01000810,1.2358,1.1745,1.1745,1.5749,2.7486,-0.6083
E01000811,1.5856,1.5079,1.9404,1.3799,1.3239,-0.5317
E01000812,1.2166,1.0985,1.0985,1.764,1.2166,-0.8305
E01000813,1.382,0.751,1.1506,1.042,2.1369,-0.9602
E01000814,1.3621,1.518,1.3711,1.4015,1.7321,-0.6024
E01000815,1.5508,1.7202,1.7202,1.9203,3.3247,-0.1796
E01000816,1.4893,1.9823,1.9823,1.3774,1.9519,-0.3632
E01000818,1.3818,2.3815,2.3815,1.3818,2.9181,-0.1793
E01000819,0.9428,1.2627,1.2627,0.9428,1.9074,-0.9228
E01000820,1.8993,2.0048,1.9666,2.0048,1.1556,-0.2974
E01000822,1.2859,0.9299,1.2454,1.4251,1.7219,-0.8192
E01000823,1.3677,1.5041,1.4341,1.614,1.4124,-0.5923
E01000824,0.7941,1.1026,1.3015,1.2758,1.298,-1.008
E01000825,1.5138,1.3586,1.1715,1.5052,1.6267,-0.6495
